# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	COGID
1544	Itn	root	radice	569
1545	Lat	root	rādīx	569
1546	Alb	root	rrënjë	569
1547	aGr	root	ῥίζα	569
1548	rGr	root	ρίζα	569
1549	Hit	root	(su?)	569
1550	ToB	root	?witsakoB	569
1551	Ave	root	varšak	569
1552	Rus	root	корень	570
1553	Lit	root	šaknì-s	571
1554	Arm	root	arm-at	572
1555	Hit	root	surka,i	573
1556	San	root	mū́la	574
1557	Hnd	root	jaṛ	575
#
1558	Rus	round	круглый	576
1559	oIs	round	kringlóttr	576
1560	oIr	round	cruin(n|d)	576
1561	rIr	round	cruinn	576
1562	Lat	round	(curvus)	576
1563	aGr	round	(κίρκος)	576
1564	Ave	round	P skarəna	576
1565	Lat	round	(globus)	577
1566	Arm	round	klor	577
1567	San	round	(gula)	577
1568	Hnd	round	gol	577
1569	Lit	round	Kr: apvalùs	578
1570	Bkm	round	[rund] L	579
1571	Itn	round	rotondo	579
1572	Lat	round	rotundus	579
1573	Alb	round	[rrumbull]L	580
1574	aGr	round	στρογγυλός	581
1575	rGr	round	στρογγυλός	581
1576	Hit	round	G	582
1577	ToB	round	G	583
1578	San	round	vartula	584
1579	Lat	round	(vorsus)	585
1580	Arm	round	(Ri bolorak?)	586
#
1581	Itn	sand	sabbia	587
1582	Lat	sand	(sabulum ‘grober S’)	587
1583	aGr	sand	ψάμμος	587
1584	rGr	sand	άμμος	587
1585	Arm	sand	av-az	587
1586	Rus	sand	песок	588
1587	Ave	sand	pąsnu-(Mh)	588
1588	San	sand	(pām̐sú)	588
1589	Itn	sand	(rena)	589
1590	Lat	sand	(h)arēna	589
1591	Alb	sand	rërë [L?]	589
1592	ToB	sand	(below?)	589
1593	Hnd	sand	ret	589
1594	Lit	sand	smė̃lis	590
1595	Bkm	sand	(cf got malma)	590
1596	oIs	sand	sandr	591
1597	Bkm	sand	sand	591
1598	Itn	sand	(= sabbia ?)	591
1599	oIr	sand	[gainem]	592
1600	rIr	sand	[gaineamh]	592
1601	Hit	sand	G	593
1602	ToB	sand	B warañce	594
1603	San	sand	(vāluka-)	594
1604	San	sand	síkatā	595
#
1605	Lit	say	(pa)sakýti	596
1606	oIs	say	segja	596
1607	Bkm	say	si	596
1608	Lat	say	(-sequ)	596
1609	aGr	say	(ἐνέπω)	596
1610	Lat	say	(voco)	597
1611	aGr	say	(εἶπον)	597
1612	ToB	say	B we	597
1613	Ave	say	vak	597
1614	San	say	vákti	597
1615	Rus	say	сказать	598
1616	oIr	say	as-beir	599
1617	rIr	say	abair	599
1618	Rus	say	(говорить)	600
1619	Itn	say	dire <	600
1620	Lat	say	dīcō	600
1621	Rus	say	(говорить)	601
1622	Alb	say	them	601
1623	Lat	say	(fārī)	602
1624	aGr	say	φημί	602
1625	San	say	(bhana-)	602
1626	Lat	say	(ai(i)ō)	603
1627	rGr	say	λέ(γ)ω	603
1628	ToB	say	(aks-)?	603
1629	Arm	say	ase-/ml	604
1630	ToB	say	(palwam)	604
1631	Ave	say	mrao-mi,mrû-	604
1632	San	say	bravī-	604
1633	Rus	say	(tor-tor-)	605
1634	Lit	say	(tar)	605
1635	Hit	say	tē(r)	605
1636	ToB	say	(St: träṅk-A)	605
1637	Hnd	say	kahnā	606
1638	Rus	say	(говорить)	607
1639	aGr	say	(ἐρέω)	607
1640	aGr	say	(μέμφομαιι)	608
1641	Hit	say	NH (mema)	608
#
1642	Rus	see	виде(ть)	609
1643	Lit	see	(oLi: véizdmi)	609
1644	Itn	see	vedere	609
1645	Lat	see	video	609
1646	aGr	see	(εἶδον)	609
1647	Hit	see	(au-s)	609
1648	oIs	see	sjá	610
1649	Bkm	see	se	610
1650	Alb	see	shoh	610
1651	Hit	see	saku-wāye,a-	610
1652	oIr	see	{ad-condairc}	611
1653	rIr	see	--	611
1654	aGr	see	(δέδορκεν, δέρκομαι)	611
1655	Arm	see	tes-nel	611
1656	Ave	see	darəsəm	611
1657	San	see	(darś-)	611
1658	Rus	see	(smotri)	612
1659	Lit	see	(pa)matyti	612
1660	Lit	see	žiũrě́ti	613
1661	oIr	see	ad-chi	614
1662	rIr	see	#NAME?	614
1663	aGr	see	[βλέπω]	615
1664	rGr	see	[βλέπω]	615
1665	oIs	see	(līta?)	616
1666	ToB	see	AB l(y)äk	616
1667	Lat	see	(speciō)	617
1668	Alb	see	(pashë)	617
1669	aGr	see	(σκέπτομαι)	617
1670	Ave	see	(spas, pišiiei-?)	617
1671	San	see	paś-yati	617
1672	Hnd	see	dekhnā	618
1673	oIs	see	(līta?)	619
1674	Ave	see	UT,Ri vaēna-	619
1675	Ave	see	caš	620
1676	San	see	cáṣṭe ‘blickt‘	620
#
1677	Rus	seed	семя	621
1678	Lit	seed	sėklà	621
1679	Itn	seed	seme	621
1680	Lat	seed	sēmen	621
1681	ToB	seed	AB sārm	621
1682	oIr	seed	síl	622
1683	rIr	seed	síol	622
1684	Lat	seed	(seges)	622
1685	oIs	seed	frjó	623
1686	Bkm	seed	#ERROR!	623
1687	Alb	seed	[farë]	624
1688	aGr	seed	σπόρος	625
1689	rGr	seed	σπόρος	625
1690	Arm	seed	serm	626
1691	Hit	seed	[warwalan]	627
1692	Ave	seed	taoxma(n)	628
1693	San	seed	[bī́ja ]	629
1694	Hnd	seed	[bīj]	629
#
1695	Rus	sit	сиде(ть)	630
1696	Lit	sit	sēdḗti	630
1697	oIs	sit	sitja	630
1698	Bkm	sit	sitte	630
1699	oIr	sit	saidid	630
1700	rIr	sit	sui-m	630
1701	Itn	sit	sedere	630
1702	Lat	sit	sedeo	630
1703	aGr	sit	ἕζομαι	630
1704	Arm	sit	nst-im	630
1705	Hit	sit	(šišt)	630
1706	ToB	sit	ṣäm- ?	630
1707	Ave	sit	(hiđaiti )	630
1708	San	sit	(sídati)	630
1709	Lat	sit	(cf as-nus)	631
1710	aGr	sit	(ἧσται)	631
1711	rGr	sit	κάθομαι	631
1712	Hit	sit	ēs-	631
1713	ToB	sit	āsk	631
1714	Ave	sit	āste	631
1715	San	sit	ā́ste	631
1716	Alb	sit	rri	632
1717	Hnd	sit	[baiṭhnā]	633
#
1718	Bkm	skin	hud	634
1719	rIr	skin	(Kym: cwd)	634
1720	Itn	skin	(b cute)	634
1721	Lat	skin	cutis	634
1722	aGr	skin	(σκῦτος ‘skin,leather’)	634
1723	Rus	skin	кожа	635
1724	Lit	skin	[ṓda]	636
1725	oIs	skin	skinn	637
1726	oIr	skin	cnes	638
1727	oIr	skin	(croic-)	639
1728	rIr	skin	craiceann	639
1729	Lat	skin	(corium)	639
1730	Hit	skin	( kurša)?	639
1731	Ave	skin	(čarǝman)	639
1732	San	skin	(cárman)	639
1733	Rus	skin	(plená)	640
1734	Lit	skin	(plėnė ‘Häutchen’)	640
1735	Itn	skin	a pelle	640
1736	Lat	skin	(pellis ‘Fell’)	640
1737	aGr	skin	(πέλας)	640
1738	Alb	skin	[lëkúrë]	641
1739	aGr	skin	δέρμα	642
1740	rGr	skin	δέρμα	642
1741	Arm	skin	[mašk]	643
1742	Hit	skin	G	644
1743	ToB	skin	yetse	645
1744	Ave	skin	suri?	646
1745	San	skin	(chavī́)	646
1746	San	skin	tvac	647
1747	Hnd	skin	tvac-	647
#
1748	Rus	sleep	(drēmyō)	648
1749	Itn	sleep	dormire	648
1750	Lat	sleep	dormiō	648
1751	aGr	sleep	(δαρθάνω)	648
1752	San	sleep	drā-	648
1753	Rus	sleep	спать	649
1754	oIs	sleep	sofa	649
1755	Bkm	sleep	sove	649
1756	Lat	sleep	(sōpiō)	649
1757	Arm	sleep	k’nel	649
1758	Hit	sleep	supp-	649
1759	Ave	sleep	xvaf-na-	649
1760	San	sleep	(svapiti)	649
1761	Hnd	sleep	sonā	649
1762	Lit	sleep	mieg-ù/ṓti	650
1763	Arm	sleep	(yenum?)	650
1764	oIr	sleep	con-tuili	651
1765	rIr	sleep	#NAME?	651
1766	Alb	sleep	fle	652
1767	aGr	sleep	(καθ)εύδω	653
1768	rGr	sleep	κοιμάμαι	654
1769	Hit	sleep	(šeš)	655
1770	ToB	sleep	kläntsB	655
1771	Ave	sleep	(hahmī ?)	655
#
1772	Lat	small	parvus	656
1773	aGr	small	(παῦρος ‘few’)	656
1774	Arm	small	pʻokʻr	656
1775	Rus	small	(mьníjь)	657
1776	Lat	small	(minus)	657
1777	ToB	small	( maiweB:)	657
1778	Rus	small	маленький	658
1779	Lit	small	mãžas	659
1780	oIs	small	lítill	660
1781	Bkm	small	liten	660
1782	oIr	small	[becc]	661
1783	rIr	small	[beag ]	661
1784	Itn	small	piccolo	662
1785	Alb	small	[vogël]L	663
1786	aGr	small	μικρός	664
1787	rGr	small	μικρός	664
1788	Hit	small	kappi (amij-ant)	665
1789	aGr	small	(ὀλίγος)	666
1790	ToB	small	lykaśke	666
1791	Ave	small	OY kasu-	667
1792	San	small	árbha-s	668
1793	San	small	(kṣudra?)	669
1794	Hnd	small	choṭā	669
#
1795	Rus	smoke	дым	670
1796	Lit	smoke	dū́mai	670
1797	oIr	smoke	dé	670
1798	rIr	smoke	deatach	670
1799	Itn	smoke	fumo	670
1800	Lat	smoke	fūmus	670
1801	aGr	smoke	(τῦφος, θῡμάλ-)	670
1802	Hit	smoke	tuḫḫu(wa)i	670
1803	Ave	smoke	dūta-(?) (mPr:dīt)	670
1804	San	smoke	dhūmá	670
1805	Hnd	smoke	dhuā̃	670
1806	oIs	smoke	reykr	671
1807	Bkm	smoke	røyk	671
1808	Alb	smoke	[tym-i]L	672
1809	aGr	smoke	καπνός	673
1810	rGr	smoke	καπνός	673
1811	Arm	smoke	[çux]	674
1812	ToB	smoke	G	675
1813	oIr	smoke	(múch)	676
1814	rIr	smoke	(múch)	676
1815	Arm	smoke	(mux)	676
#
1816	Rus	stand	стоять	677
1817	Lit	stand	stōv-ḗti	677
1818	oIs	stand	standa	677
1819	Bkm	stand	stå	677
1820	oIr	stand	tair-(ś)issiur	677
1821	rIr	stand	seas	677
1822	Itn	stand	stare	677
1823	Lat	stand	stō	677
1824	aGr	stand	ἕσταμεν	677
1825	rGr	stand	στέκομαι	677
1826	ToB	stand	(K: stäm)	677
1827	Ave	stand	stā,hištai-	677
1828	San	stand	stā,tíṣṭha-	677
1829	Alb	stand	rri (më këmbë)	678
1830	Hit	stand	ar- <h₃r-to	678
1831	Arm	stand	kangn-el; (not ka-)	679
1832	ToB	stand	G: käly	680
1833	Hnd	stand	[khaṛā hona]	681
#
1834	oIs	star	stjarna	682
1835	Bkm	star	stjerne	682
1836	Itn	star	stella	682
1837	Lat	star	stēlla	682
1838	aGr	star	ἀστήρ	682
1839	rGr	star	αστέρι	682
1840	Arm	star	astɫ	682
1841	Hit	star	ḫašter	682
1842	ToB	star	ścirye	682
1843	Ave	star	stār-	682
1844	San	star	stár	682
1845	Hnd	star	tārā	682
1846	Rus	star	звезда	683
1847	Lit	star	žvaigždė	683
1848	oIr	star	[rind]	684
1849	rIr	star	(rinn)	684
1850	oIr	star	(rétglu)	685
1851	rIr	star	[réalt(a)]	685
1852	Alb	star	ylli	686
#
1853	Rus	stone	камень	687
1854	Lit	stone	akmuõ	687
1855	aGr	stone	(ἄκμων)	687
1856	Hit	stone	(aku ‘sea-shell’)	687
1857	Ave	stone	asman, asan-	687
1858	San	stone	áśman	687
1859	oIr	stone	(bráu) ‘mill~‘	688
1860	Alb	stone	gūr	688
1861	ToB	stone	kärweñeB	688
1862	San	stone	(grāvan-)	688
1863	oIs	stone	steinn	689
1864	Bkm	stone	[sten]	689
1865	oIr	stone	[cloch]	690
1866	rIr	stone	[cloch]	690
1867	Itn	stone	[pietra]	691
1868	Lat	stone	lapis	692
1869	aGr	stone	[λίθος]	693
1870	rGr	stone	[πέτρα]	694
1871	Arm	stone	k’ar	695
1872	Hit	stone	peru(na) L	696
1873	ToB	stone	(pāreṃA)	696
1874	Hit	stone	(paššila)	697
1875	Hnd	stone	[patthar]	698
1876	oIr	stone	(līe)?	699
1877	Alb	stone	(lerë)	699
1878	aGr	stone	(λᾶας)?	699
#
1879	Rus	sun	солнце	700
1880	Lit	sun	sáulē	700
1881	oIs	sun	sól	700
1882	Bkm	sun	sol	700
1883	Itn	sun	sole	700
1884	Lat	sun	sōl	700
1885	aGr	sun	ἠέλιος	700
1886	rGr	sun	ήλιος	700
1887	ToB	sun	(St below -)	700
1888	Ave	sun	hvar(a)	700
1889	San	sun	svàr	700
1890	Hnd	sun	sūraj	700
1891	oIr	sun	grían	701
1892	rIr	sun	#NAME?	701
1893	Alb	sun	dielli	702
1894	Arm	sun	arev/g	703
1895	San	sun	(ravi)?	703
1896	Hit	sun	[ištanu-] L	704
1897	ToB	sun	kauṃ	705
#
1898	oIr	swim	snáïd	706
1899	rIr	swim	snámh	706
1900	Itn	swim	nuotare	706
1901	Lat	swim	nat-	706
1902	Alb	swim	nótoj	706
1903	aGr	swim	νέω	706
1904	ToB	swim	B nāsk	706
1905	Ave	swim	nā	706
1906	San	swim	[snā́ti ‘badet’]	706
1907	Rus	swim	плыт	707
1908	Lit	swim	plaũkti	707
1909	aGr	swim	(πλέω)	707
1910	San	swim	plu, pláv-	707
1911	oIs	swim	svima-	708
1912	Bkm	swim	[svømme]	708
1913	rGr	swim	κολυμπώ	709
1914	Arm	swim	loġ-al	710
1915	Hit	swim	G	711
1916	ToB	swim	( yärA)	711
1917	Hnd	swim	tairnā	712
#
1918	oIr	tail	(err, er-ball)	713
1919	rIr	tail	eireaball	713
1920	aGr	tail	οὐρά	713
1921	rGr	tail	ουρά	713
1922	ToB	tail	B pako	714
1923	San	tail	púccha	714
1924	Hnd	tail	pū̃ch	714
1925	Rus	tail	хвост	715
1926	Lit	tail	uodegà	716
1927	oIs	tail	hali	717
1928	Bkm	tail	hale	717
1929	Itn	tail	coda	718
1930	Lat	tail	cauda	718
1931	Alb	tail	bishti	719
1932	Arm	tail	[poč] L?	720
1933	Hit	tail	G	721
1934	Ave	tail	duma	722
#
1935	Alb	that	a-i/jó/tá	723
1936	aGr	that	(αὖτις)	723
1937	Ave	that	hau,ava-	723
1938	San	that	adás,amú	723
1939	Hnd	that	vah	723
1940	Lat	that	ille (alius)	724
1941	aGr	that	(ἄλλος)	724
1942	Rus	that	то(т)	725
1943	Lit	that	tas	725
1944	oIs	that	hinn	726
1945	Bkm	that	[den, det] L	727
1946	Arm	that	(noyn)	727
1947	oIr	that	sin	728
1948	rIr	that	#NAME?	728
1949	Itn	that	quello	729
1950	aGr	that	ἐκεῖνος	730
1951	rGr	that	εκείνο	730
1952	Arm	that	ay-n	731
1953	Hit	that	ap/bā-	732
1954	ToB	that	sam(p)	733
#
1955	Lit	this	šì-s	734
1956	Lat	this	hic	734
1957	aGr	this	(κε)	734
1958	Hit	this	k-ā/ū/i-	734
1959	Rus	this	это(т)	735
1960	oIs	this	sá,sú,sjá	735
1961	oIr	this	so,sa,se	735
1962	rIr	this	seo	735
1963	aGr	this	ὅδε (ὁ,ἡ), οὗτος	735
1964	rGr	this	αυτ-ός	735
1965	Arm	this	(sa)	735
1966	ToB	this	se	735
1967	Ave	this	ha(u)	735
1968	San	this	sá(u)	735
1969	Bkm	this	[denne, dette] L	736
1970	Itn	this	questo	737
1971	Alb	this	k-y/jo/ëtá	738
1972	Hit	this	(k-??)	738
1973	Arm	this	ay-s	739
1974	Hnd	this	yah	740
#
1975	Rus	tongue	язык	741
1976	Lit	tongue	liežùvis	741
1977	oIs	tongue	tunga	741
1978	Bkm	tongue	tunge	741
1979	oIr	tongue	tengae	741
1980	rIr	tongue	teanga	741
1981	Itn	tongue	lingua	741
1982	Lat	tongue	(d)lingua	741
1983	Alb	tongue	gjuhë	741
1984	Arm	tongue	lezu	741
1985	ToB	tongue	kantwo	741
1986	Ave	tongue	hizū	741
1987	San	tongue	jihvā́	741
1988	Hnd	tongue	jībh	741
1989	aGr	tongue	γλῶττα	742
1990	rGr	tongue	γλώσσα	742
1991	Hit	tongue	lāla	743
#
1992	Lit	tooth	dantìs	744
1993	oIs	tooth	tǫnn	744
1994	Bkm	tooth	tann	744
1995	oIr	tooth	dét	744
1996	rIr	tooth	(dēt)	744
1997	Itn	tooth	dente	744
1998	Lat	tooth	dēns	744
1999	aGr	tooth	ὀδών	744
2000	rGr	tooth	δόντι	744
2001	Arm	tooth	atamn	744
2002	Ave	tooth	dantan	744
2003	San	tooth	dánt-	744
2004	Hnd	tooth	dā̃t	744
2005	Rus	tooth	зуб	745
2006	Alb	tooth	dhëmbi	745
2007	aGr	tooth	(γόμφος)	745
2008	ToB	tooth	kam;keme	745
2009	San	tooth	(jámbha-)	745
2010	rIr	tooth	[fiacail]	746
2011	Hit	tooth	kaga	747
#
2012	Rus	tree	дерево	748
2013	oIs	tree	tré	748
2014	Bkm	tree	tre	748
2015	Alb	tree	dru-ri	748
2016	aGr	tree	δένδρον	748
2017	rGr	tree	δέντρο	748
2018	Hit	tree	taru	748
2019	San	tree	druma-	748
2020	Lit	tree	mẽdi-s	749
2021	oIr	tree	crann	750
2022	rIr	tree	crann	750
2023	Itn	tree	albero	751
2024	Lat	tree	arbor	751
2025	Arm	tree	[çaṙ]	752
2026	ToB	tree	stām	753
2027	Ave	tree	varəša-	754
2028	San	tree	(vr̥kṣá-)	754
2029	Hnd	tree	[peṛ]	755
2030	rIr	tree	(bile)	756
#
2031	Rus	two (num) [uninformative]	два	757
2032	Lit	two (num) [uninformative]	dù	757
2033	oIs	two (num) [uninformative]	tveir	757
2034	Bkm	two (num) [uninformative]	to	757
2035	oIr	two (num) [uninformative]	dá,dí	757
2036	rIr	two (num) [uninformative]	dó	757
2037	Itn	two (num) [uninformative]	due	757
2038	Lat	two (num) [uninformative]	duo	757
2039	Alb	two (num) [uninformative]	dy	757
2040	aGr	two (num) [uninformative]	δύο	757
2041	rGr	two (num) [uninformative]	δύο	757
2042	Arm	two (num) [uninformative]	erku	757
2043	Hit	two (num) [uninformative]	ta	757
2044	ToB	two (num) [uninformative]	wu	757
2045	Ave	two (num) [uninformative]	dva	757
2046	San	two (num) [uninformative]	dvā́	757
2047	Hnd	two (num) [uninformative]	do	757
#
2048	Rus	walk	идти	758
2049	Lit	walk	eĩ-t/mi (vaikščioti)	758
2050	Lat	walk	ire,eō	758
2051	Alb	walk	([eci ])	758
2052	aGr	walk	(εἶμι)	758
2053	Hit	walk	iya	758
2054	ToB	walk	i-/yä-	758
2055	Ave	walk	aēiti,yeinti	758
2056	San	walk	ay-	758
2057	Lit	walk	(žengiù)	759
2058	oIs	walk	ganga	759
2059	Bkm	walk	gå	759
2060	oIr	walk	(cingim)	759
2061	rIr	walk	(cinn)	759
2062	Arm	walk	(g(ə)n-al)	759
2063	oIr	walk	siblaid	760
2064	rIr	walk	siúlaim	760
2065	Itn	walk	andare	761
2066	oIr	walk	tíagu?	762
2067	Itn	walk	(camminare)	762
2068	Alb	walk	[shkoj]	762
2069	oIs	walk	(fara)	763
2070	aGr	walk	περιπατῶ	763
2071	rGr	walk	πηγαίνω	763
2072	Arm	walk	[k’ayl-el]	764
2073	aGr	walk	(ἔβη)	765
2074	ToB	walk	(i-, yä-n-)	765
2075	San	walk	(car-)	765
2076	Hnd	walk	calnā	765
2077	Lat	walk	(amb-ulō)	766
2078	aGr	walk	(ἀλάομαι)	766
2079	Ave	walk	(gāt̰)	767
2080	San	walk	(gam-/ágāt)	767
2081	Lit	walk	(vaikščioti)	768
#
2082	Rus	water	вода	769
2083	Lit	water	vanduõ	769
2084	oIs	water	vatn	769
2085	Bkm	water	vann	769
2086	oIr	water	u(i)sce	769
2087	rIr	water	uisce	769
2088	Lat	water	(Umbutur)	769
2089	Alb	water	ūjë	769
2090	aGr	water	ὕδωρ	769
2091	Arm	water	(get)	769
2092	Hit	water	wādar	769
2093	San	water	udán	769
2094	Itn	water	acqua	770
2095	Lat	water	aqua	770
2096	rGr	water	νερό	771
2097	Arm	water	[ǰur] L?	772
2098	ToB	water	wär	773
2099	Ave	water	(vāra ‘rain’)	773
2100	San	water	(vā́r ?)	773
2101	Lit	water	(ùpė)	774
2102	aGr	water	(Ᾱπ-)	774
2103	Hit	water	(hāpa-)	774
2104	ToB	water	(āp ‘river’)	774
2105	Ave	water	āfš	774
2106	San	water	(āp-)	774
2107	Hnd	water	pānī	775
#
2108	oIs	we incl	vit	776
2109	Bkm	we incl	vi	776
2110	Hit	we incl	wēs	776
2111	ToB	we incl	wes	776
2112	Ave	we incl	vaēm	776
2113	San	we incl	vayám	776
2114	oIr	we incl	sni	777
2115	rIr	we incl	sinn	777
2116	Itn	we incl	noi	777
2117	Lat	we incl	nōs	777
2118	Alb	we incl	ne	777
2119	aGr	we incl	(νῶι)	777
2120	Hnd	we incl	ham	777
2121	Rus	we incl	мы	778
2122	Lit	we incl	mẽs	778
2123	aGr	we incl	ἡμεῖς	778
2124	rGr	we incl	εμείς	778
2125	Arm	we incl	me(n)k’	778
#
2126	Rus	what (Intpron) [uninformative]	что	779
2127	Lit	what (Intpron) [uninformative]	kàs	779
2128	oIs	what (Intpron) [uninformative]	hvat	779
2129	Bkm	what (Intpron) [uninformative]	hva(d)	779
2130	oIr	what (Intpron) [uninformative]	cíd (?)	779
2131	Itn	what (Intpron) [uninformative]	che (ciò)	779
2132	Lat	what (Intpron) [uninformative]	quid	779
2133	Alb	what (Intpron) [uninformative]	ç-(farë)	779
2134	aGr	what (Intpron) [uninformative]	τί	779
2135	rGr	what (Intpron) [uninformative]	τί	779
2136	Arm	what (Intpron) [uninformative]	inč (i(z-i)	779
2137	Hit	what (Intpron) [uninformative]	kui	779
2138	ToB	what (Intpron) [uninformative]	ku-s/c(e)	779
2139	Ave	what (Intpron) [uninformative]	ka(t)	779
2140	San	what (Intpron) [uninformative]	kád, kím	779
2141	Hnd	what (Intpron) [uninformative]	kyā	779
2142	rIr	what (Intpron) [uninformative]	cad	780
#
2143	oIs	white	hvítr	781
2144	Bkm	white	hvit	781
2145	Ave	white	spaēta-	781
2146	San	white	śvítna	781
2147	Rus	white	белый	782
2148	Lit	white	báltas	782
2149	rIr	white	(belo)	782
2150	aGr	white	(φαλός )	782
2151	oIr	white	(arggat)	783
2152	Lat	white	(argentum)	783
2153	aGr	white	(ἀργός )	783
2154	Arm	white	(arcat)	783
2155	Hit	white	harki	783
2156	ToB	white	ārkwi	783
2157	Ave	white	(ǝrǝzata)	783
2158	San	white	(árju-)	783
2159	oIr	white	fin	784
2160	rIr	white	bán	785
2161	Itn	white	[bianco]	786
2162	Rus	white	(ólovo)	787
2163	Lit	white	(alwis)	787
2164	Lat	white	albus	787
2165	rGr	white	(Ἀλουίων) =?	787
2166	Arm	white	(aɫauni)	787
2167	Alb	white	bardhë	788
2168	aGr	white	λευκός	789
2169	rGr	white	άσπρος	790
2170	Arm	white	spitak	791
2171	Hnd	white	[safed]	792
#
2172	Rus	who (intpron) [uninformative]	кто	793
2173	Lit	who (intpron) [uninformative]	kà-s	793
2174	oIs	who (intpron) [uninformative]	hverr	793
2175	Bkm	who (intpron) [uninformative]	hvem	793
2176	oIr	who (intpron) [uninformative]	cía	793
2177	rIr	who (intpron) [uninformative]	cé	793
2178	Itn	who (intpron) [uninformative]	chi	793
2179	Lat	who (intpron) [uninformative]	qui(s)	793
2180	Alb	who (intpron) [uninformative]	kush	793
2181	aGr	who (intpron) [uninformative]	τίς	793
2182	rGr	who (intpron) [uninformative]	(o)ποιος	793
2183	Arm	who (intpron) [uninformative]	o(v)	793
2184	Hit	who (intpron) [uninformative]	kui-	793
2185	ToB	who (intpron) [uninformative]	kuse	793
2186	Ave	who (intpron) [uninformative]	kō	793
2187	San	who (intpron) [uninformative]	ká(s)	793
2188	Hnd	who (intpron) [uninformative]	kaun	793
#
2189	Rus	woman	женщина	794
2190	oIs	woman	kona	794
2191	Bkm	woman	kvinne	794
2192	oIr	woman	ben	794
2193	rIr	woman	bean	794
2194	aGr	woman	γυνή	794
2195	rGr	woman	γυναίκα	794
2196	Arm	woman	kin	794
2197	Hit	woman	(kuwan)	794
2198	ToB	woman	B sana; B klīye	794
2199	Ave	woman	gǝnā, jə̄naya-	794
2200	San	woman	jáni	794
2201	Lit	woman	mṓter-is	795
2202	Itn	woman	donna	796
2203	Lat	woman	mulier	797
2204	Alb	woman	grúa	798
2205	Hnd	woman	[aurat]	799
2206	Hit	woman	(unatti)	800
2207	San	woman	(nā́rī-)	800
#
2208	Rus	yellow	жёлтый	801
2209	Lit	yellow	geltṓna-s	801
2210	oIs	yellow	gulr	801
2211	Bkm	yellow	gul	801
2212	Lat	yellow	(helvus)	801
2213	Ave	yellow	zari-	801
2214	San	yellow	hari(ta)	801
2215	oIr	yellow	buide	802
2216	rIr	yellow	> bui	802
2217	Itn	yellow	[giallo]	803
2218	Lat	yellow	[gilvus]	803
2219	Lat	yellow	flavus	804
2220	Alb	yellow	[verdhë]	805
2221	aGr	yellow	ξανθός	806
2222	rGr	yellow	[κίτρινος] L	807
2223	Arm	yellow	deġin	808
2224	Hit	yellow	[ḫaḫ-luwant]	809
2225	ToB	yellow	B tute	810
2226	San	yellow	(pīta GrS)	811
2227	Hnd	yellow	pīlā	811
2228	aGr	yellow	(κνη/ακός)	812
