# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	COGID
726	Lat	give	dō	267
727	Alb	give	(Aor da-shë)	267
728	aGr	give	δίδωμι	267
729	rGr	give	δίνω	267
730	Arm	give	ta-l/m	267
731	ToB	give	wäs-	267
732	Ave	give	dadāiti	267
733	San	give	dá-dāti	267
734	Hnd	give	denā	267
735	oIs	give	gefa	268
736	Bkm	give	gi	268
737	oIr	give	do-beir	269
738	rIr	give	tabhair	269
739	Alb	give	(j)ap	270
740	Hit	give	p-ai	271
741	ToB	give	(ai-/āyu)?	271
#
742	oIr	good	(so-, su-L)	272
743	rIr	good	(so-)	272
744	aGr	good	ἐΰς	272
745	Hit	good	āššu-š	272
746	ToB	good	( kā-suA)??	272
747	Ave	good	(vaŋ)hu	272
748	San	good	(vá-)su	272
749	Lit	good	gẽras	273
750	ToB	good	kartseB	273
751	Rus	good	[хороший]	274
752	Ave	good	(hu-bađra)	274
753	San	good	(bhadrá)	274
754	oIs	good	góðr	275
755	Bkm	good	god	275
756	oIr	good	maith	276
757	rIr	good	maith	276
758	Itn	good	buono <	277
759	Lat	good	bonus	277
760	Alb	good	mirë [L?]	278
761	rGr	good	καλός	279
762	Arm	good	lav (bari)	280
763	oIr	good	(fō)	281
764	San	good	(vásu)	281
765	Hnd	good	[acchā]	282
766	Ave	good	(hu-bađra)	283
767	San	good	(bhadrá)	283
#
768	oIs	grease, fat	f(e)ita	284
769	Bkm	grease, fat	[fett] <Swe	284
770	oIr	grease, fat	íth	284
771	Itn	grease, fat	(pingue adj)	284
772	Lat	grease, fat	(pingue)	284
773	aGr	grease, fat	(πῑ-αρ)	284
774	Ave	grease, fat	pīvah	284
775	San	grease, fat	pī́vas	284
776	Rus	grease, fat	жир	285
777	Lit	grease, fat	taukas	286
778	rIr	grease, fat	saill	287
779	Itn	grease, fat	[adip|e]	288
780	Lat	grease, fat	[adeps]	288
781	Alb	grease, fat	dhjamë	289
782	aGr	grease, fat	δημός	289
783	rGr	grease, fat	λίπους	290
784	Arm	grease, fat	[č̣arp]	291
785	Hit	grease, fat	[sakan] L	292
786	Alb	grease, fat	(gjalp)	293
787	ToB	grease, fat	ṣalyp(e)	293
788	San	grease, fat	(sarpís)	293
789	Hnd	grease, fat	[carbī]	294
790	Rus	grease, fat	(smetana)	295
791	aGr	grease, fat	(μύρον)	295
792	Lit	grease, fat	(riebelai)	296
793	rIr	grease, fat	(bealadh)	297
794	rIr	grease, fat	(ramhar)	298
795	Itn	grease, fat	( grasso)	299
796	Hit	grease, fat	(app-uzi)	300
797	Hit	grease, fat	[talka] (Št)?	301
798	San	grease, fat	(mḗdas)	302
#
799	Rus	green	зелёный	303
800	Lit	green	želiù/ žãlia-	303
801	oIr	green	glas	303
802	rIr	green	glass	303
803	aGr	green	χλωρός	303
804	Ave	green	Mh zairi	303
805	San	green	hárita	303
806	Hnd	green	harā	303
807	oIs	green	grønn	304
808	Bkm	green	grønn	304
809	Itn	green	verde	305
810	Lat	green	viridis	305
811	Alb	green	[gjelbër]	306
812	rGr	green	πράσινος	307
813	Arm	green	[kanačʿ] ?	308
814	Hit	green	[ḫāḫḫall-]	309
815	ToB	green	[motartstse]	310
#
816	Rus	hair	волосы	311
817	oIr	hair	folt	311
818	rIr	hair	(folt)	311
819	Ave	hair	varəsa	311
820	Hnd	hair	bāl	311
821	Lit	hair	pláuka-s	312
822	San	hair	(pula)?	312
823	oIs	hair	hár	313
824	Bkm	hair	hår	313
825	rIr	hair	gruaig(ul)	314
826	Itn	hair	pelo	315
827	Lat	hair	(pilus)	315
828	San	hair	(pula)?	315
829	Itn	hair	(capelli ‘of head’)	316
830	Lat	hair	capill|i	316
831	Alb	hair	[qime]L	317
832	aGr	hair	τρίχες	318
833	rGr	hair	μαλλιά	319
834	Lit	hair	(Lav mati)	320
835	Arm	hair	[maz]	320
836	Hit	hair	[tetana-] L	321
837	Lit	hair	(Lav mati)	322
838	ToB	hair	B matsi	322
839	Lat	hair	(caesaries)	323
840	ToB	hair	(śākuA)	323
841	Ave	hair	(gaića)	323
842	San	hair	kéśa-	323
843	Hnd	hair	(keś)	323
844	Ave	hair	(gaona-)	324
#
845	Alb	hand	dorë	325
846	aGr	hand	χείρ	325
847	rGr	hand	χέρι	325
848	Arm	hand	dseṙ-k/n	325
849	Hit	hand	kessar	325
850	ToB	hand	(t)sar	325
851	Ave	hand	zasta	325
852	San	hand	hásta	325
853	Hnd	hand	hāth	325
854	Rus	hand	рука =	326
855	Lit	hand	ranka	326
856	oIs	hand	hǫnd	327
857	Bkm	hand	[hånd]	327
858	oIr	hand	lám	328
859	rIr	hand	lámh	328
860	San	hand	(kará)	328
861	Rus	hand	?	329
862	Itn	hand	mano	329
863	Lat	hand	manus	329
864	Alb	hand	[marr ‘take’]	329
865	aGr	hand	(μάρη)	329
#
866	Lat	head	(cerebrum)	330
867	Alb	head	(krye t s)	330
868	Ave	head	sarah-	330
869	San	head	śíras	330
870	Hnd	head	[sar] (Per>L)	330
871	oIs	head	hǫfuð	331
872	Bkm	head	hode	331
873	Lat	head	caput	331
874	San	head	(kapā́la ‘Hirnschale’)	331
875	aGr	head	κεφαλή	332
876	rGr	head	κεφάλι	332
877	ToB	head	( A śpāl )	332
878	Rus	head	golová	333
879	Lit	head	galva	333
880	Lat	head	(calva)	333
881	Arm	head	glux	333
882	oIr	head	[cenn]	334
883	rIr	head	[ceann]	334
884	Itn	head	testa	335
885	Alb	head	[kokë]L	336
886	Hit	head	haršar	337
887	ToB	head	[B āśce]?	338
#
888	Rus	hear	slušat	339
889	oIr	hear	ro-cluine-thar	339
890	rIr	hear	cluin	339
891	Lat	hear	(inclutus)	339
892	aGr	hear	(κλῦθι!)	339
893	Arm	hear	lse-l	339
894	ToB	hear	B klyaus-	339
895	Ave	hear	surunaoiti	339
896	San	hear	śr̥ṇṓti	339
897	Hnd	hear	sunnā	339
898	oIs	hear	heyra	340
899	Bkm	hear	høre	340
900	aGr	hear	ἀκούω	340
901	rGr	hear	ακούω	340
902	Lit	hear	girdėti	341
903	Itn	hear	udire	342
904	Lat	hear	audio	342
905	Alb	hear	[dëgjoj]L	343
906	Hit	hear	istamass	344
907	Ave	hear	(guš)	344
#
908	Rus	heart	serdce	345
909	Lit	heart	širdìs	345
910	oIs	heart	hjarta	345
911	Bkm	heart	hjerte	345
912	oIr	heart	cride	345
913	rIr	heart	croi	345
914	Itn	heart	cuore	345
915	Lat	heart	cor	345
916	aGr	heart	καρδίᾱ	345
917	rGr	heart	καρδιά	345
918	Arm	heart	sirt	345
919	Hit	heart	kard	345
920	Ave	heart	zǝrǝđaiia-	345
921	San	heart	hŕ̥d-	345
922	Alb	heart	zemër	346
923	ToB	heart	arañce	347
924	Hnd	heart	[dil]	348
#
925	oIs	horn	horn	349
926	Bkm	horn	horn	349
927	Itn	horn	corno	349
928	Lat	horn	cornū	349
929	aGr	horn	κέρας	349
930	rGr	horn	κέρατο	349
931	Hit	horn	karāwar	349
932	ToB	horn	B krorīya	349
933	Ave	horn	srū	349
934	San	horn	śṛ́ṅga	349
935	Hnd	horn	sī̃g	349
936	Rus	horn	rog =	350
937	Lit	horn	rãgas	350
938	oIr	horn	[adarc]L	351
939	rIr	horn	[adharc]L	351
940	Alb	horn	bri-ri	352
941	Arm	horn	[eġǰewr]	353
#
942	Rus	hot	žarkij	354
943	oIs	hot	(varmr)	354
944	Lat	hot	(fornus??)	354
945	Alb	hot	nxehtë	354
946	aGr	hot	θερμός	354
947	Arm	hot	(ǰerm)	354
948	Ave	hot	garǝma	354
949	San	hot	(gharma)	354
950	Hnd	hot	[garm]	354
951	Rus	hot	(toplъ)	355
952	oIr	hot	tē	355
953	rIr	hot	te	355
954	Lat	hot	(tepidus)	355
955	Ave	hot	(tāpaiti )	355
956	San	hot	(tap)	355
957	Lit	hot	karštas	356
958	oIs	hot	heitr	357
959	Bkm	hot	[het]	357
960	Itn	hot	caldo	358
961	Lat	hot	calidus	358
962	rGr	hot	ζεστός	359
963	Arm	hot	tak’	360
964	Hit	hot	a(i)-ant	361
965	ToB	hot	[B emalle]	362
966	San	hot	uṣṇá-	363
#
984	oIr	kill	( gon-)	366
985	aGr	kill	(θεν- ἔπεφνον)	366
986	Arm	kill	(ǰnjem)	366
987	Hit	kill	kuen-	366
988	Ave	kill	jainti	366
989	San	kill	hán-ti	366
990	oIr	kill	(marbaid)	367
991	rIr	kill	maraigh	367
992	Ave	kill	(marək- )	367
993	Hnd	kill	māraṇ	367
994	Rus	kill	у-бить	368
995	Lat	kill	(interficio)	368
996	Lit	kill	žudyti	369
997	oIs	kill	drepa	370
998	Bkm	kill	drepe	370
999	oIr	kill	orcaid	371
1000	Arm	kill	(ehar-, harkanem)	371
1001	Itn	kill	uccidere	372
1002	Lat	kill	(occīdere)	372
1003	Lat	kill	necare	373
1004	ToB	kill	(nkäṣ)	373
1005	Alb	kill	[vras]L	374
1006	aGr	kill	κτείνω	375
1007	rGr	kill	σκοτώνω	375
1008	Arm	kill	[span-el]	376
1009	ToB	kill	kau-(ṣäṃ)B	377
1010	Lit	kill	(užmùšti)	378
#
1011	oIs	knee	kné	379
1012	Bkm	knee	kne	379
1013	oIr	knee	glún	379
1014	rIr	knee	glúin	379
1015	Itn	knee	ginocchio	379
1016	Lat	knee	genū	379
1017	Alb	knee	gjuri	379
1018	aGr	knee	γόνα/υ	379
1019	rGr	knee	γόνατο	379
1020	Arm	knee	cunk’	379
1021	Hit	knee	genu	379
1022	ToB	knee	B keni	379
1023	Ave	knee	žnū-m	379
1024	San	knee	jā́nu	379
1025	Rus	knee	колено	380
1026	Lit	knee	kẽlis	380
1027	Hnd	knee	[ghuṭnā]	381
#
1028	Rus	know	(věditi)	382
1029	Lit	know	(veidmi)	382
1030	oIs	know	vita	382
1031	Bkm	know	vite	382
1032	oIr	know	ro-fitir	382
1033	rIr	know	tá a fhios ag	382
1034	Lat	know	(vid-)	382
1035	aGr	know	οἶδα	382
1036	Arm	know	gite-m ‘find’	382
1037	Ave	know	vaēđa,vid	382
1038	San	know	véda	382
1039	Rus	know	знать	383
1040	Lit	know	žinóti	383
1041	Itn	know	(conoscere)	383
1042	Lat	know	(g)nōscō	383
1043	Alb	know	(njoh)	383
1044	aGr	know	(ἀγνοέω, γιγνώσκω)	383
1045	Arm	know	(cancay)	383
1046	Hit	know	kaness	383
1047	ToB	know	(knā(n)A	383
1048	Ave	know	(xšnā ‘recogn’))	383
1049	San	know	(jñā )	383
1050	Hnd	know	jān-	383
1051	Itn	know	sapere	384
1052	Lat	know	scio	385
1053	Hit	know	(sākk-)	385
1054	Alb	know	dī	386
1055	rGr	know	ξέρω	387
1056	ToB	know	B kärs-	388
1057	Lit	know	(pa-žì)	389
1058	Arm	know	(imanal)	390
#
1059	oIs	leaf	(blað)	391
1060	Bkm	leaf	blad	391
1061	Itn	leaf	foglia	391
1062	Lat	leaf	folium	391
1063	aGr	leaf	φύλλον	391
1064	rGr	leaf	φύλλο	391
1065	ToB	leaf	B pilta	391
1066	Rus	leaf	[лист]	392
1067	Lit	leaf	(laĩškas)	392
1068	Lit	leaf	P lapas	393
1069	oIs	leaf	lauf	393
1070	oIr	leaf	duille	394
1071	rIr	leaf	duille	394
1072	Alb	leaf	gjethe	395
1073	Arm	leaf	[terew]	396
1074	Hit	leaf	parstu- 16	397
1075	Ave	leaf	Y varəka-	398
1076	Rus	leaf	(бӕлас)	399
1077	San	leaf	[palāśa]	399
1078	San	leaf	(páttra)>	400
1079	Hnd	leaf	pattā	400
1080	San	leaf	(parna)>	401
1081	Hnd	leaf	(paṇṇa)	401
1082	Hit	leaf	(hurpašta-)	402
#
1083	Rus	lie	ležatь	403
1084	oIs	lie	liggja	403
1085	Bkm	lie	ligge	403
1086	oIr	lie	laigid	403
1087	rIr	lie	luigh-	403
1088	Lat	lie	(Fl: lecet)	403
1089	aGr	lie	(λέκτο)	403
1090	Hit	lie	(lagari, Pok alone)	403
1091	ToB	lie	B ly-äk	403
1092	aGr	lie	κεῖμαι	404
1093	Hit	lie	ki-	404
1094	Ave	lie	saēte	404
1095	San	lie	śay, śḗtē	404
1096	Lit	lie	gulėti	405
1097	Itn	lie	giacere	406
1098	Lat	lie	iaceo	406
1099	Alb	lie	shtrihem	407
1100	rGr	lie	ξαπλώνω	408
1101	Arm	lie	[paṙkel]	409
1102	Hnd	lie	leṭnā	410
1103	Lat	lie	(cubō)	411
#
1104	Lit	liver	(yeknā)	412
1105	Lat	liver	iecur	412
1106	aGr	liver	ἧπαρ	412
1107	Arm	liver	leard, lyard	412
1108	Ave	liver	yākarǝ	412
1109	San	liver	yákr̥t	412
1110	Hnd	liver	yakṛt	412
1111	Rus	liver	печень	413
1112	Lit	liver	kẽpenys	413
1113	oIs	liver	lifr	414
1114	Bkm	liver	lever	414
1115	oIr	liver	[áe] L	415
1116	rIr	liver	[ae] L	415
1117	Itn	liver	fegato	416
1118	Alb	liver	[mëlçi]L	417
1119	rGr	liver	συκώτι	418
1120	Hit	liver	[lessi] L	419
1121	ToB	liver	B wästarye	420
#
1122	Rus	long	dlinnyj	421
1123	Lit	long	ilg-a	421
1124	oIs	long	langr	421
1125	Bkm	long	lang	421
1126	Itn	long	lungo	421
1127	Lat	long	longus	421
1128	Alb	long	gjatë	421
1129	aGr	long	δολιχός	421
1130	Hit	long	taluki	421
1131	Ave	long	darǝga	421
1132	San	long	dīrghá	421
1133	Hnd	long	(dīrghá)	421
1134	oIr	long	fota	422
1135	rIr	long	fada	422
1136	rGr	long	μακρύς	423
1137	Arm	long	(j)erkar(in)	424
1138	Arm	long	(barjr ‚tall‘)	425
1139	Hit	long	(parkus ‘tall’)	425
1140	ToB	long	B pärkare	425
1141	Ave	long	(bərəzant ‘tall’)	425
1142	San	long	(bṛhant)	425
1143	Hnd	long	lambā	426
#
1144	Rus	louse	вошь (Луиш bio)	427
1145	Lit	louse	utė̃-lė	427
1146	oIs	louse	lús	427
1147	Bkm	louse	lus	427
1148	ToB	louse	(luwa)	427
1149	Ave	louse	St,Ri - na	427
1150	San	louse	yūkā	427
1151	Hnd	louse	jū̃	427
1152	oIr	louse	[sar]	428
1153	oIr	louse	(míl étgudo)	429
1154	rIr	louse	míol	429
1155	Itn	louse	pidocchio	430
1156	Lat	louse	pēdi(culu)s	430
1157	Alb	louse	morri	431
1158	aGr	louse	φθείρ	432
1159	rGr	louse	ψείρα	432
1160	Alb	louse	Pok(ergjiz)	433
1161	Arm	louse	(v)oǰil	433
1162	Hit	louse	G	434
1163	ToB	louse	[B pärśeri]	435
1164	Ave	louse	spiš-	436
1165	rIr	louse	(cnis)	437
#
1166	Lat	man	(Osc:nerum)	438
1167	Alb	man	(njeri)	438
1168	aGr	man	ἀνήρ	438
1169	rGr	man	άνδρας	438
1170	Arm	man	(P: air)	438
1171	Ave	man	nar	438
1172	San	man	nár	438
1173	Hnd	man	nar	438
1174	Lit	man	výras	439
1175	oIs	man	(verr)	439
1176	oIr	man	fer	439
1177	rIr	man	fear	439
1178	Lat	man	vir	439
1179	Ave	man	(vīra)	439
1180	San	man	(vīrá)	439
1181	Rus	man	mužčina	440
1182	Bkm	man	mann	440
1183	San	man	(mánu-)	440
1184	oIs	man	karl	441
1185	Itn	man	uomo	442
1186	Lat	man	(homo)	442
1187	Alb	man	būrrë	443
1188	Arm	man	tġamard	444
1189	Hit	man	pesan	445
1190	ToB	man	B eṅkwe	446
1191	Ave	man	(mašya)	447
1192	Hnd	man	[ādmī]	448
#
1193	oIs	many	(fjǫl)	449
1194	oIr	many	il-	449
1195	rIr	many	a lán	449
1196	Lat	many	(plēnus)	449
1197	aGr	many	πολύί	449
1198	rGr	many	πολ-ι	449
1199	Ave	many	paru	449
1200	San	many	purú	449
1201	Rus	many	многие	450
1202	oIs	many	margir	450
1203	Bkm	many	mange	450
1204	aGr	many	(μέγας)	451
1205	Hit	many	mēkki 24	451
1206	ToB	many	māk(a) 24	451
1207	Ave	many	(māk-)	451
1208	San	many	(máhi)	451
1209	Lit	many	daũg	452
1210	Itn	many	molti	453
1211	Lat	many	multi	453
1212	Alb	many	[shūmë]L	454
1213	Arm	many	[šat]	455
1214	San	many	(bahú)	456
1215	Hnd	many	bahut	456
#
1216	Lit	moon	mė́nulis	457
1217	oIs	moon	máni	457
1218	Bkm	moon	måne	457
1219	aGr	moon	(μήνη)	457
1220	ToB	moon	mañ;meñe	457
1221	Ave	moon	mā̊(ŋha-)	457
1222	San	moon	mā́s	457
1223	Rus	moon	лунá	458
1224	Itn	moon	luna	458
1225	Lat	moon	lūna	458
1226	Arm	moon	lusin	458
1227	Alb	moon	hënë	459
1228	San	moon	(candrá-)	459
1229	Hnd	moon	cā̃d, chānd	459
1230	oIr	moon	ésca	460
1231	rIr	moon	gealach	461
1232	aGr	moon	σελήνη	462
1233	rGr	moon	φεγγάρι	463
1234	Hit	moon	arma	464
#
1235	Rus	mountain	гора	465
1236	Lit	mountain	(nugarà)	465
1237	Alb	mountain	(gur)	465
1238	aGr	mountain	(δειρός)	465
1239	Ave	mountain	gairi-	465
1240	San	mountain	girí	465
1241	Lit	mountain	kálna-s	466
1242	Lat	mountain	(collis)	466
1243	aGr	mountain	(κολωνός)	466
1244	Arm	mountain	le(a)ṙ(n)?	466
1245	Hit	mountain	(kalm-ara)??	466
1246	oIs	mountain	fjall	467
1247	Bkm	mountain	fjell	467
1248	oIr	mountain	slíab	468
1249	rIr	mountain	sliabh	468
1250	Arm	mountain	(sar ‘summit’)	468
1251	oIr	mountain	(moned)	469
1252	Itn	mountain	montagna	469
1253	Lat	mountain	mōns	469
1254	oIr	mountain	(mell)	470
1255	Alb	mountain	mal-i	470
1256	aGr	mountain	ὄρος	471
1257	rGr	mountain	βουνό	472
1258	Hit	mountain	G	473
1259	ToB	mountain	[B ṣale]	474
1260	Hit	mountain	(peru-n ‘rock’)	475
1261	Ave	mountain	(paurvat-)	475
1262	San	mountain	(parvata)	475
1263	Hnd	mountain	parvat	475
1264	Hnd	mountain	(pahāṛ)	476
#
1265	Rus	mouth	(usta)	477
1266	Lit	mouth	(austo)	477
1267	Lat	mouth	ōs	477
1268	Hit	mouth	á(y)is	477
1269	Ave	mouth	āh/åñh/åŋh-ânô	477
1270	San	mouth	ā́s	477
1271	Rus	mouth	рот	478
1272	Lit	mouth	burnà	479
1273	Arm	mouth	beran	479
1274	oIs	mouth	munnr	480
1275	Bkm	mouth	munn	480
1276	Lat	mouth	(mentum)	480
1277	oIr	mouth	bél(ā)	481
1278	rIr	mouth	béal	481
1279	Itn	mouth	[bocca]L3<	482
1280	Lat	mouth	(bucca)	482
1281	Alb	mouth	[gōjë] L	483
1282	aGr	mouth	στόμα	484
1283	rGr	mouth	στόμα	484
1284	ToB	mouth	koy(n)	485
1285	San	mouth	(mukha)	486
1286	Hnd	mouth	[mũh]	486
#
1287	Rus	nail(s) (claw)	nogotь	487
1288	Lit	nail(s) (claw)	nãgas	487
1289	oIs	nail(s) (claw)	nagl	487
1290	Bkm	nail(s) (claw)	negl	487
1291	oIr	nail(s) (claw)	ingen	487
1292	rIr	nail(s) (claw)	ionga	487
1293	Itn	nail(s) (claw)	unghia	487
1294	Lat	nail(s) (claw)	unguis	487
1295	aGr	nail(s) (claw)	ὄνυξ	487
1296	rGr	nail(s) (claw)	νύχι (+)	487
1297	Arm	nail(s) (claw)	eġung	487
1298	Hit	nail(s) (claw)	sankuwāi	487
1299	ToB	nail(s) (claw)	mekwa	487
1300	Ave	nail(s) (claw)	(I-I nakh- nur Per)	487
1301	San	nail(s) (claw)	nakh	487
1302	Hnd	nail(s) (claw)	nakh	487
1303	Alb	nail(s) (claw)	thua (çapua)	488
1304	Ave	nail(s) (claw)	BH: srū-	489
1305	Arm	nail(s) (claw)	[čank]?	490
1306	Hnd	nail(s) (claw)	[changul]-	490
#
1307	Rus	name	имя	491
1308	Lit	name	(emnes)	491
1309	oIs	name	nafn	491
1310	Bkm	name	[navn]	491
1311	oIr	name	ainmm	491
1312	rIr	name	ainm	491
1313	Itn	name	nome	491
1314	Lat	name	nōmen	491
1315	Alb	name	émër	491
1316	aGr	name	ὄνομα	491
1317	rGr	name	όνομα	491
1318	Arm	name	anun	491
1319	Hit	name	lāman	491
1320	ToB	name	ñem	491
1321	Ave	name	nāma(n)	491
1322	San	name	nā́man	491
1323	Hnd	name	nām	491
1324	Lit	name	vardas	492
#
1325	oIr	neck	(muiné)	493
1326	rIr	neck	muineál	493
1327	Ave	neck	manaoʮrī	493
1328	San	neck	(mányā ), manaoθrī	493
1329	Lit	neck	kãklas	494
1330	oIs	neck	hals	494
1331	Bkm	neck	hals	494
1332	Itn	neck	collo	494
1333	Lat	neck	collum	494
1334	ToB	neck	[ś-?]	494
1335	Rus	neck	шея	495
1336	Alb	neck	(zverk-)	495
1337	Ave	neck	St: griva? (garǝman)	495
1338	San	neck	(grīvā́ )	495
1339	oIr	neck	brá(i)g(a)e	496
1340	rIr	neck	(braid)	496
1341	Ave	neck	UT barəša-	496
1342	Alb	neck	[qafë]L	497
1343	aGr	neck	αὐχήν	498
1344	Arm	neck	viz	498
1345	rGr	neck	λαιμός	499
1346	Hit	neck	ku(wa)ttar	500
1347	ToB	neck	krāñi	501
1348	Hnd	neck	[gardan]	502
#
1349	Rus	new	новый	503
1350	Lit	new	naũjas	503
1351	oIs	new	nýr	503
1352	Bkm	new	ny	503
1353	oIr	new	nūë, núa	503
1354	rIr	new	nua	503
1355	Itn	new	nuovo	503
1356	Lat	new	novus	503
1357	aGr	new	νέ(F)ος	503
1358	Arm	new	nor	503
1359	Hit	new	nēwa	503
1360	ToB	new	ñu-(we)	503
1361	Ave	new	nava	503
1362	San	new	náva	503
1363	Hnd	new	nayā	503
1364	Alb	new	i ri	504
1365	rGr	new	καιν(ούργι)ος	505
#
1366	Rus	night	ночь	506
1367	Lit	night	naktìs	506
1368	oIs	night	nótt	506
1369	Bkm	night	natt	506
1370	oIr	night	?(nocht )	506
1371	Itn	night	notte	506
1372	Lat	night	nox	506
1373	Alb	night	nātë	506
1374	aGr	night	νύξ	506
1375	rGr	night	νύχτα	506
1376	Hit	night	(nekuz ‘dawn/afterglow’)	506
1377	ToB	night	(naktim)	506
1378	San	night	(nákt)	506
1379	Hit	night	išpant	507
1380	Ave	night	xšap	507
1381	San	night	kṣáp	507
1382	oIr	night	adaig [L?]	508
1383	rIr	night	>oíche	508
1384	Arm	night	gišer	509
1385	ToB	night	B yṣīye	510
1386	aGr	night	(ψέφος)	511
1387	Hnd	night	rāt	511
#
1388	Rus	nose	нос	512
1389	Lit	nose	nósis	512
1390	oIs	nose	(nǫs, nasar)	512
1391	Bkm	nose	[nese]<da	512
1392	Itn	nose	naso	512
1393	Lat	nose	nāsus, nāris	512
1394	Ave	nose	nāh	512
1395	San	nose	nā́s-	512
1396	Hnd	nose	nāk	512
1397	oIs	nose	nef	513
1398	oIr	nose	srón	514
1399	rIr	nose	#NAME?	514
1400	Alb	nose	hūndë	515
1401	aGr	nose	ῥίς  [L?]	516
1402	rGr	nose	μύτη	517
1403	Arm	nose	[ k’itʽ ]	518
1404	Hit	nose	[ titita ] L	519
1405	ToB	nose	meli	520
#
1406	Rus	not	не	521
1407	Lit	not	nè, ni	521
1408	oIs	not	ne	521
1409	oIr	not	ní, na[ch]	521
1410	rIr	not	ní	521
1411	Itn	not	non	521
1412	Lat	not	nōn,nĕ-	521
1413	Alb	not	nūk	521
1414	aGr	not	(νε-)	521
1415	Hit	not	na-tta	521
1416	ToB	not	(a(n/m)-)	521
1417	Ave	not	na(ēda)	521
1418	San	not	ná	521
1419	Hnd	not	nahī̃	521
1420	Bkm	not	[ikke]	522
1421	aGr	not	οὐ(κ)	523
1422	Arm	not	(vo)č-	523
1423	rGr	not	δεν	524
1424	Alb	not	(mos)	525
1425	rGr	not	(μη(ν)	525
1426	Arm	not	(mi)	525
1427	ToB	not	AB mā-	525
1428	Ave	not	(mā-)	525
1429	San	not	(mā-)	525
#
1430	Rus	one	один	526
1431	Lit	one	víena-	526
1432	oIs	one	einn	526
1433	Bkm	one	en	526
1434	oIr	one	ōen	526
1435	rIr	one	(a h)aon	526
1436	Itn	one	uno	526
1437	Lat	one	oinos	526
1438	aGr	one	(οἶνη)	526
1439	Hit	one	[ai-ka = L < Mit]	526
1440	Ave	one	aēva	526
1441	San	one	éka	526
1442	Hnd	one	ek	526
1443	Lat	one	(semper)	527
1444	Alb	one	një	527
1445	aGr	one	εἷς	527
1446	rGr	one	ένα(ς)	527
1447	Arm	one	mi, mēk	527
1448	Hit	one	(ēs?)	527
1449	ToB	one	sasA, seB	527
1450	Hit	one	šiya	528
1451	ToB	one	“?”	528
#
1452	Rus	path	(ппть)	529
1453	Lat	path	(pons)	529
1454	Ave	path	pantā̊	529
1455	San	path	pánthā	529
1456	rIr	path	bóthar	530
1457	Lat	path	(iter)?	530
1458	Hit	path	itar	530
1459	ToB	path	ytār {f}	530
1460	oIs	path	vegr	531
1461	Bkm	path	vei	531
1462	Alb	path	ūdhë	531
1463	Rus	path	доро-га	532
1464	Lit	path	kẽlias	533
1465	oIr	path	sét	534
1466	Itn	path	via	535
1467	Lat	path	via	535
1468	aGr	path	ὁδός	536
1469	rGr	path	δρόμος	537
1470	Arm	path	[čanaparh]	538
1471	Ave	path	(parθ-)	538
1472	Hnd	path	saṛak	539
1473	Hit	path	(pal-sa-)	540
#
1474	Rus	person	(muž ‘man’)	541
1475	oIs	person	maðr	541
1476	Bkm	person	menns-ke	541
1477	Ave	person	mašya	541
1478	San	person	mánu-s	541
1479	Hnd	person	(manushya)	541
1480	Lit	person	žmōgù-s	542
1481	oIs	person	(gumi)	542
1482	oIr	person	duine	542
1483	rIr	person	duine	542
1484	Itn	person	uomo	542
1485	Lat	person	homō	542
1486	Ave	person	(tēkan)	542
1487	Rus	person	чело-век	543
1488	San	person	(kulam)	543
1489	Alb	person	njeríu	544
1490	Arm	person	anj	544
1491	aGr	person	ἄνθρωπος	545
1492	rGr	person	άνθρωπος	545
1493	Hit	person	antuwaḫḫas	546
1494	ToB	person	B śaumo	547
1495	Hnd	person	vyakti	548
1496	aGr	person	(μορτός?)	549
1497	Arm	person	mard	549
1498	Ave	person	(maša)	549
1499	San	person	(márta)	549
1500	Ave	person	(fravaši-)	550
#
1501	oIs	rain	(ūr )?	551
1502	Alb	rain	(vrëndë)	551
1503	Ave	rain	vāra	551
1504	San	rain	varṣá	551
1505	Hnd	rain	bāriś	551
1506	Lit	rain	(oPr: suge,sūjē)	552
1507	Alb	rain	shī	552
1508	aGr	rain	(ὑετός ‘shower’)	552
1509	ToB	rain	sweseB	552
1510	Rus	rain	дождь	553
1511	Lit	rain	lietù-s	554
1512	oIs	rain	regn	555
1513	Bkm	rain	regn	555
1514	oIr	rain	bráen	556
1515	rIr	rain	(N) fear-thainn	557
1516	Itn	rain	pioggia	558
1517	Lat	rain	pluvia	558
1518	aGr	rain	βροχή	559
1519	rGr	rain	βροχή	559
1520	Arm	rain	[anjrew]	560
1521	Hit	rain	ḫē(y)u-	561
#
1522	Lit	red	raũd(on)as	562
1523	oIs	red	rauðr	562
1524	Bkm	red	[rød]	562
1525	oIr	red	(rūad)	562
1526	Itn	red	rosso	562
1527	Lat	red	ruber	562
1528	aGr	red	ἐρυθρός	562
1529	ToB	red	ratreB	562
1530	Ave	red	raoiđita	562
1531	San	red	rudhirá	562
1532	Hnd	red	lal (?)	562
1533	Rus	red	красный	563
1534	oIr	red	derg	564
1535	rIr	red	dearg	564
1536	Alb	red	[kuq]	565
1537	rGr	red	[κόκκινος]	566
1538	Arm	red	[karmir]	567
1539	Hit	red	[mit-]?	568
#
1540	oIs	root	rót	569
1541	Bkm	root	rot	569
1542	oIr	root	frēn	569
1543	rIr	root	fréamh	569
