ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
Lithuanian-49_belly-1-1,Lithuanian-49_belly-1,pilvas,36,false,expert,Holm2017,,,
OldIcelandic-49_belly-1-1,OldIcelandic-49_belly-1,kviðr,37,false,expert,Holm2017,,,
TocharianB-49_belly-1-1,TocharianB-49_belly-1,Bkātso,37,false,expert,Holm2017,,,
Bokmal-49_belly-1-1,Bokmal-49_belly-1,buk,38,false,expert,Holm2017,,,
Italian-49_belly-2-1,Italian-49_belly-2,(?_pancia_),38,false,expert,Holm2017,,,
Latin-49_belly-2-1,Latin-49_belly-2,<_(pantex),38,false,expert,Holm2017,,,
OldIcelandic-49_belly-2-1,OldIcelandic-49_belly-2,(belgr),39,false,expert,Holm2017,,,
ModernIrish-49_belly-1-1,ModernIrish-49_belly-1,bolg,39,false,expert,Holm2017,,,
Albanian-49_belly-1-1,Albanian-49_belly-1,barku,40,false,expert,Holm2017,,,
AncientGreek-49_belly-1-1,AncientGreek-49_belly-1,γαστήρ,41,false,expert,Holm2017,,,
ModernGreek-49_belly-1-1,ModernGreek-49_belly-1,κοιλιά,42,false,expert,Holm2017,,,
ModernArmenian-49_belly-1-1,ModernArmenian-49_belly-1,[p’or],43,false,expert,Holm2017,,,
Hittite-49_belly-1-1,Hittite-49_belly-1,[sarḫuwant],44,false,expert,Holm2017,,,
VedicSanskrit-49_belly-2-1,VedicSanskrit-49_belly-2,(kukṣí),45,false,expert,Holm2017,,,
Hindi-49_belly-1-1,Hindi-49_belly-1,kukṣi,45,false,expert,Holm2017,,,
Russian-49_belly-2-1,Russian-49_belly-2,(живот),46,false,expert,Holm2017,,,
Russian-49_belly-3-1,Russian-49_belly-3,(aбдомен),47,false,expert,Holm2017,,,
Italian-49_belly-3-1,Italian-49_belly-3,(addome),47,false,expert,Holm2017,,,
Latin-49_belly-3-1,Latin-49_belly-3,(abdomen),47,false,expert,Holm2017,,,
Russian-13_big-1-1,Russian-13_big-1,-,48,false,expert,Holm2017,,,
OldIrish-13_big-1-1,OldIrish-13_big-1,mor,48,false,expert,Holm2017,,,
ModernIrish-13_big-1-1,ModernIrish-13_big-1,mór,48,false,expert,Holm2017,,,
Latin-13_big-1-1,Latin-13_big-1,magnus,48,false,expert,Holm2017,,,
Albanian-13_big-1-1,Albanian-13_big-1,madhe,48,false,expert,Holm2017,,,
AncientGreek-13_big-1-1,AncientGreek-13_big-1,μέγας,48,false,expert,Holm2017,,,
ModernGreek-13_big-1-1,ModernGreek-13_big-1,μεγάλος,48,false,expert,Holm2017,,,
ModernArmenian-13_big-1-1,ModernArmenian-13_big-1,meç,48,false,expert,Holm2017,,,
TocharianB-13_big-1-1,TocharianB-13_big-1,(māk(a),48,false,expert,Holm2017,,,
Avestan-13_big-1-1,Avestan-13_big-1,maz-a,48,false,expert,Holm2017,,,
VedicSanskrit-13_big-1-1,VedicSanskrit-13_big-1,mah-ā́nt,48,false,expert,Holm2017,,,
Russian-13_big-2-1,Russian-13_big-2,большой,49,false,expert,Holm2017,,,
Lithuanian-13_big-1-1,Lithuanian-13_big-1,[dìdelis],50,false,expert,Holm2017,,,
Lithuanian-13_big-2-1,Lithuanian-13_big-2,(stóras),51,false,expert,Holm2017,,,
OldIcelandic-13_big-1-1,OldIcelandic-13_big-1,stórr,51,false,expert,Holm2017,,,
Bokmal-13_big-1-1,Bokmal-13_big-1,stor,51,false,expert,Holm2017,,,
Italian-13_big-1-1,Italian-13_big-1,grande,52,false,expert,Holm2017,,,
Latin-13_big-2-1,Latin-13_big-2,"(solidus,_salvus)",53,false,expert,Holm2017,,,
AncientGreek-13_big-2-1,AncientGreek-13_big-2,(ὅλος?),53,false,expert,Holm2017,,,
Hittite-13_big-1-1,Hittite-13_big-1,[salli]_(?),53,false,expert,Holm2017,,,
TocharianB-13_big-2-1,TocharianB-13_big-2,B_orotstse,54,false,expert,Holm2017,,,
VedicSanskrit-13_big-2-1,VedicSanskrit-13_big-2,(vaḍra-),55,false,expert,Holm2017,,,
Hindi-13_big-1-1,Hindi-13_big-1,baṛā,55,false,expert,Holm2017,,,
Italian-20_bird-1-1,Italian-20_bird-1,uccello,56,false,expert,Holm2017,,,
Latin-20_bird-1-1,Latin-20_bird-1,avis,56,false,expert,Holm2017,,,
Albanian-20_bird-1-1,Albanian-20_bird-1,(vido_‘Taube’),56,false,expert,Holm2017,,,
AncientGreek-20_bird-1-1,AncientGreek-20_bird-1,(αἰετός_‘Adler’),56,false,expert,Holm2017,,,
ModernArmenian-20_bird-1-1,ModernArmenian-20_bird-1,(hav),56,false,expert,Holm2017,,,
Hittite-20_bird-1-1,Hittite-20_bird-1,suwai-_(hapax)?,56,false,expert,Holm2017,,,
Avestan-20_bird-1-1,Avestan-20_bird-1,"vaii,_vīš",56,false,expert,Holm2017,,,
VedicSanskrit-20_bird-1-1,VedicSanskrit-20_bird-1,"véṣ,_váy,_ví-",56,false,expert,Holm2017,,,
OldIrish-20_bird-1-1,OldIrish-20_bird-1,Lu_en,57,false,expert,Holm2017,,,
ModernIrish-20_bird-1-1,ModernIrish-20_bird-1,éan,57,false,expert,Holm2017,,,
AncientGreek-20_bird-2-1,AncientGreek-20_bird-2,(πέτομαιι),57,false,expert,Holm2017,,,
ModernArmenian-20_bird-2-1,ModernArmenian-20_bird-2,ewS_tʽṙčʽun,57,false,expert,Holm2017,,,
Russian-20_bird-1-1,Russian-20_bird-1,птица,58,false,expert,Holm2017,,,
Lithuanian-20_bird-1-1,Lithuanian-20_bird-1,paũkštis,58,false,expert,Holm2017,,,
OldIcelandic-20_bird-1-1,OldIcelandic-20_bird-1,fugl_?,59,false,expert,Holm2017,,,
Bokmal-20_bird-1-1,Bokmal-20_bird-1,fugl_?,59,false,expert,Holm2017,,,
Albanian-20_bird-2-1,Albanian-20_bird-2,zogu,60,false,expert,Holm2017,,,
AncientGreek-20_bird-3-1,AncientGreek-20_bird-3,ὄρνις,61,false,expert,Holm2017,,,
AncientGreek-20_bird-4-1,AncientGreek-20_bird-4,(πώλος),62,false,expert,Holm2017,,,
ModernGreek-20_bird-1-1,ModernGreek-20_bird-1,[πουλί],62,false,expert,Holm2017,,,
Hittite-20_bird-2-1,Hittite-20_bird-2,wattei,63,false,expert,Holm2017,,,
TocharianB-20_bird-1-1,TocharianB-20_bird-1,[ṣalamo_luwo],64,false,expert,Holm2017,,,
VedicSanskrit-20_bird-2-1,VedicSanskrit-20_bird-2,(pakṣin),65,false,expert,Holm2017,,,
Hindi-20_bird-1-1,Hindi-20_bird-1,pakṣī,65,false,expert,Holm2017,,,
Russian-20_bird-2-1,Russian-20_bird-2,(орьлъ_‘Adler’),66,false,expert,Holm2017,,,
Lithuanian-20_bird-2-1,Lithuanian-20_bird-2,(erelis_‘Adler),66,false,expert,Holm2017,,,
OldIrish-20_bird-2-1,OldIrish-20_bird-2,(irar_‘eagle’),66,false,expert,Holm2017,,,
ModernArmenian-20_bird-3-1,ModernArmenian-20_bird-3,(oror),66,false,expert,Holm2017,,,
Hittite-20_bird-3-1,Hittite-20_bird-3,(ḫāras),66,false,expert,Holm2017,,,
AncientGreek-56_bitev-1-1,AncientGreek-56_bitev-1,δάκνω,67,false,expert,Holm2017,,,
ModernGreek-56_bitev-1-1,ModernGreek-56_bitev-1,δαγκώνω,67,false,expert,Holm2017,,,
TocharianB-56_bitev-1-1,TocharianB-56_bitev-1,tsāk-B_?,67,false,expert,Holm2017,,,
Avestan-56_bitev-1-1,Avestan-56_bitev-1,(jAv:dạs),67,false,expert,Holm2017,,,
VedicSanskrit-56_bitev-1-1,VedicSanskrit-56_bitev-1,daṁs,67,false,expert,Holm2017,,,
Russian-56_bitev-1-1,Russian-56_bitev-1,кусать,68,false,expert,Holm2017,,,
Lithuanian-56_bitev-1-1,Lithuanian-56_bitev-1,(į)kąsti,68,false,expert,Holm2017,,,
OldIcelandic-56_bitev-1-1,OldIcelandic-56_bitev-1,bita,69,false,expert,Holm2017,,,
Bokmal-56_bitev-1-1,Bokmal-56_bitev-1,bite,69,false,expert,Holm2017,,,
OldIrish-56_bitev-1-1,OldIrish-56_bitev-1,(cnaïd?),70,false,expert,Holm2017,,,
ModernIrish-56_bitev-1-1,ModernIrish-56_bitev-1,báin_gréim,71,false,expert,Holm2017,,,
Italian-56_bitev-1-1,Italian-56_bitev-1,mordere,72,false,expert,Holm2017,,,
Latin-56_bitev-1-1,Latin-56_bitev-1,mordēre,72,false,expert,Holm2017,,,
Albanian-56_bitev-1-1,Albanian-56_bitev-1,[kafshoj]L,73,false,expert,Holm2017,,,
ModernArmenian-56_bitev-1-1,ModernArmenian-56_bitev-1,[kçel],74,false,expert,Holm2017,,,
Hittite-56_bitev-1-1,Hittite-56_bitev-1,wāk-_I,75,false,expert,Holm2017,,,
TocharianB-56_bitev-2-1,TocharianB-56_bitev-2,([kāpar]),75,false,expert,Holm2017,,,
VedicSanskrit-56_bitev-2-1,VedicSanskrit-56_bitev-2,(khād_>),76,false,expert,Holm2017,,,
Hindi-56_bitev-1-1,Hindi-56_bitev-1,kat,76,false,expert,Holm2017,,,
Russian-91_black-1-1,Russian-91_black-1,чёрный,77,false,expert,Holm2017,,,
Lithuanian-91_black-1-1,Lithuanian-91_black-1,(oPr:kirsnan),77,false,expert,Holm2017,,,
VedicSanskrit-91_black-1-1,VedicSanskrit-91_black-1,kr̥ṣṇá,77,false,expert,Holm2017,,,
Lithuanian-91_black-2-1,Lithuanian-91_black-2,[júodas],78,false,expert,Holm2017,,,
OldIcelandic-91_black-1-1,OldIcelandic-91_black-1,svartr,79,false,expert,Holm2017,,,
Bokmal-91_black-1-1,Bokmal-91_black-1,svart_(sort),79,false,expert,Holm2017,,,
OldIrish-91_black-1-1,OldIrish-91_black-1,dub,80,false,expert,Holm2017,,,
ModernIrish-91_black-1-1,ModernIrish-91_black-1,dubh,80,false,expert,Holm2017,,,
Italian-91_black-1-1,Italian-91_black-1,nero,81,false,expert,Holm2017,,,
Latin-91_black-1-1,Latin-91_black-1,(niger),81,false,expert,Holm2017,,,
Hittite-91_black-1-1,Hittite-91_black-1,-,81,false,expert,Holm2017,,,
Latin-91_black-2-1,Latin-91_black-2,āter,82,false,expert,Holm2017,,,
Avestan-91_black-1-1,Avestan-91_black-1,(ātar-),82,false,expert,Holm2017,,,
Albanian-91_black-1-1,Albanian-91_black-1,zi,83,false,expert,Holm2017,,,
Lithuanian-91_black-3-1,Lithuanian-91_black-3,(Lv:melns),84,false,expert,Holm2017,,,
AncientGreek-91_black-1-1,AncientGreek-91_black-1,μέλᾱς,84,false,expert,Holm2017,,,
Hittite-91_black-2-1,Hittite-91_black-2,-,84,false,expert,Holm2017,,,
VedicSanskrit-91_black-2-1,VedicSanskrit-91_black-2,(meliná),84,false,expert,Holm2017,,,
ModernGreek-91_black-1-1,ModernGreek-91_black-1,μαύρος,85,false,expert,Holm2017,,,
OldIrish-91_black-2-1,OldIrish-91_black-2,(ciar),86,false,expert,Holm2017,,,
ModernArmenian-91_black-1-1,ModernArmenian-91_black-1,[se(a)v],86,false,expert,Holm2017,,,
Hittite-91_black-3-1,Hittite-91_black-3,-,86,false,expert,Holm2017,,,
Avestan-91_black-2-1,Avestan-91_black-2,(syāva_),86,false,expert,Holm2017,,,
VedicSanskrit-91_black-3-1,VedicSanskrit-91_black-3,śyāmá,86,false,expert,Holm2017,,,
Hittite-91_black-4-1,Hittite-91_black-4,t,87,false,expert,Holm2017,,,
TocharianB-91_black-1-1,TocharianB-91_black-1,Berkent,88,false,expert,Holm2017,,,
Avestan-91_black-3-1,Avestan-91_black-3,sāmō,89,false,expert,Holm2017,,,
VedicSanskrit-91_black-4-1,VedicSanskrit-91_black-4,śyāmá,89,false,expert,Holm2017,,,
Hindi-91_black-1-1,Hindi-91_black-1,[kālā],90,false,expert,Holm2017,,,
Lithuanian-30_blood-1-1,Lithuanian-30_blood-1,(Lv:_asins),91,false,expert,Holm2017,,,
Latin-30_blood-1-1,Latin-30_blood-1,(aser),91,false,expert,Holm2017,,,
AncientGreek-30_blood-1-1,AncientGreek-30_blood-1,(ἔαρ),91,false,expert,Holm2017,,,
ModernArmenian-30_blood-1-1,ModernArmenian-30_blood-1,aryun,91,false,expert,Holm2017,,,
Hittite-30_blood-1-1,Hittite-30_blood-1,ēsḫar-,91,false,expert,Holm2017,,,
TocharianB-30_blood-1-1,TocharianB-30_blood-1,B_ysär,91,false,expert,Holm2017,,,
VedicSanskrit-30_blood-1-1,VedicSanskrit-30_blood-1,ásṛj,91,false,expert,Holm2017,,,
Hindi-30_blood-1-1,Hindi-30_blood-1,-,91,false,expert,Holm2017,,,
Italian-30_blood-1-1,Italian-30_blood-1,sangue__(?),92,false,expert,Holm2017,,,
Latin-30_blood-2-1,Latin-30_blood-2,sanguis_(?),92,false,expert,Holm2017,,,
Albanian-30_blood-1-1,Albanian-30_blood-1,gjak,92,false,expert,Holm2017,,,
Hindi-30_blood-2-1,Hindi-30_blood-2,-,92,false,expert,Holm2017,,,
Russian-30_blood-1-1,Russian-30_blood-1,кро-вь,93,false,expert,Holm2017,,,
Lithuanian-30_blood-2-1,Lithuanian-30_blood-2,krauja-s,93,false,expert,Holm2017,,,
OldIcelandic-30_blood-1-1,OldIcelandic-30_blood-1,blóð,94,false,expert,Holm2017,,,
Bokmal-30_blood-1-1,Bokmal-30_blood-1,blod,94,false,expert,Holm2017,,,
OldIrish-30_blood-1-1,OldIrish-30_blood-1,fuil,95,false,expert,Holm2017,,,
ModernIrish-30_blood-1-1,ModernIrish-30_blood-1,fuil,95,false,expert,Holm2017,,,
AncientGreek-30_blood-2-1,AncientGreek-30_blood-2,αἷμα,96,false,expert,Holm2017,,,
ModernGreek-30_blood-1-1,ModernGreek-30_blood-1,αίμα,96,false,expert,Holm2017,,,
Avestan-30_blood-1-1,Avestan-30_blood-1,vohu-tāt,97,false,expert,Holm2017,,,
Hindi-30_blood-3-1,Hindi-30_blood-3,[xūn],97,false,expert,Holm2017,,,
Hindi-30_blood-4-1,Hindi-30_blood-4,rakt,98,false,expert,Holm2017,,,
OldIrish-31_bone-1-1,OldIrish-31_bone-1,(asna),99,false,expert,Holm2017,,,
ModernIrish-31_bone-1-1,ModernIrish-31_bone-1,(asil),99,false,expert,Holm2017,,,
Italian-31_bone-1-1,Italian-31_bone-1,osso,99,false,expert,Holm2017,,,
Latin-31_bone-1-1,Latin-31_bone-1,os(su),99,false,expert,Holm2017,,,
Albanian-31_bone-1-1,Albanian-31_bone-1,(asht-),99,false,expert,Holm2017,,,
AncientGreek-31_bone-1-1,AncientGreek-31_bone-1,ὀστέον,99,false,expert,Holm2017,,,
ModernGreek-31_bone-1-1,ModernGreek-31_bone-1,οστό_(hwik),99,false,expert,Holm2017,,,
ModernArmenian-31_bone-1-1,ModernArmenian-31_bone-1,(v)oskor,99,false,expert,Holm2017,,,
Hittite-31_bone-1-1,Hittite-31_bone-1,ḫastāi,99,false,expert,Holm2017,,,
TocharianB-31_bone-1-1,TocharianB-31_bone-1,AB_āy,99,false,expert,Holm2017,,,
Avestan-31_bone-1-1,Avestan-31_bone-1,ast-,99,false,expert,Holm2017,,,
VedicSanskrit-31_bone-1-1,VedicSanskrit-31_bone-1,ásthi,99,false,expert,Holm2017,,,
Hindi-31_bone-1-1,Hindi-31_bone-1,(asthi),99,false,expert,Holm2017,,,
Russian-31_bone-1-1,Russian-31_bone-1,кость,100,false,expert,Holm2017,,,
Latin-31_bone-2-1,Latin-31_bone-2,(costa),100,false,expert,Holm2017,,,
AncientGreek-31_bone-2-1,AncientGreek-31_bone-2,(κόκκαλος)?,100,false,expert,Holm2017,,,
ModernGreek-31_bone-2-1,ModernGreek-31_bone-2,κόκκαλα,100,false,expert,Holm2017,,,
Albanian-31_bone-2-1,Albanian-31_bone-2,[kockë],101,false,expert,Holm2017,,,
Lithuanian-31_bone-1-1,Lithuanian-31_bone-1,káula-s,102,false,expert,Holm2017,,,
OldIcelandic-31_bone-1-1,OldIcelandic-31_bone-1,bein,103,false,expert,Holm2017,,,
Bokmal-31_bone-1-1,Bokmal-31_bone-1,[ben],103,false,expert,Holm2017,,,
OldIrish-31_bone-2-1,OldIrish-31_bone-2,cnáim,104,false,expert,Holm2017,,,
ModernIrish-31_bone-2-1,ModernIrish-31_bone-2,cnámh,104,false,expert,Holm2017,,,
Hindi-31_bone-2-1,Hindi-31_bone-2,haḍḍī,105,false,expert,Holm2017,,,
Lithuanian-51_breastsfem-1-1,Lithuanian-51_breastsfem-1,(aPr:_spenis),106,false,expert,Holm2017,,,
OldIcelandic-51_breastsfem-1-1,OldIcelandic-51_breastsfem-1,(speni),106,false,expert,Holm2017,,,
OldIrish-51_breastsfem-1-1,OldIrish-51_breastsfem-1,(sine),106,false,expert,Holm2017,,,
Italian-51_breastsfem-1-1,Italian-51_breastsfem-1,(_sene),106,false,expert,Holm2017,,,
Latin-51_breastsfem-1-1,Latin-51_breastsfem-1,(sinus),106,false,expert,Holm2017,,,
AncientGreek-51_breastsfem-1-1,AncientGreek-51_breastsfem-1,(στῆθος),106,false,expert,Holm2017,,,
ModernArmenian-51_breastsfem-1-1,ModernArmenian-51_breastsfem-1,(seldom:_st(h)in),106,false,expert,Holm2017,,,
TocharianB-51_breastsfem-1-1,TocharianB-51_breastsfem-1,päś-śäṃA,106,false,expert,Holm2017,,,
Avestan-51_breastsfem-1-1,Avestan-51_breastsfem-1,fštāna,106,false,expert,Holm2017,,,
VedicSanskrit-51_breastsfem-1-1,VedicSanskrit-51_breastsfem-1,stána,106,false,expert,Holm2017,,,
Hindi-51_breastsfem-1-1,Hindi-51_breastsfem-1,stan,106,false,expert,Holm2017,,,
Russian-51_breastsfem-1-1,Russian-51_breastsfem-1,грудь,107,false,expert,Holm2017,,,
Lithuanian-51_breastsfem-2-1,Lithuanian-51_breastsfem-2,krūtis,108,false,expert,Holm2017,,,
Russian-51_breastsfem-2-1,Russian-51_breastsfem-2,(brjúcho),109,false,expert,Holm2017,,,
Lithuanian-51_breastsfem-3-1,Lithuanian-51_breastsfem-3,-,109,false,expert,Holm2017,,,
OldIcelandic-51_breastsfem-2-1,OldIcelandic-51_breastsfem-2,brjóst,109,false,expert,Holm2017,,,
Bokmal-51_breastsfem-1-1,Bokmal-51_breastsfem-1,[bryst],109,false,expert,Holm2017,,,
OldIrish-51_breastsfem-2-1,OldIrish-51_breastsfem-2,(_bruinne),109,false,expert,Holm2017,,,
TocharianB-51_breastsfem-2-1,TocharianB-51_breastsfem-2,(St:B_pratsāko:?),109,false,expert,Holm2017,,,
VedicSanskrit-51_breastsfem-2-1,VedicSanskrit-51_breastsfem-2,(bṙst),109,false,expert,Holm2017,,,
OldIrish-51_breastsfem-3-1,OldIrish-51_breastsfem-3,cích,110,false,expert,Holm2017,,,
ModernIrish-51_breastsfem-1-1,ModernIrish-51_breastsfem-1,cíoch,110,false,expert,Holm2017,,,
Italian-51_breastsfem-2-1,Italian-51_breastsfem-2,mammella,111,false,expert,Holm2017,,,
Latin-51_breastsfem-2-1,Latin-51_breastsfem-2,mammae,111,false,expert,Holm2017,,,
Albanian-51_breastsfem-1-1,Albanian-51_breastsfem-1,[gji]L,112,false,expert,Holm2017,,,
AncientGreek-51_breastsfem-2-1,AncientGreek-51_breastsfem-2,μαστός,113,false,expert,Holm2017,,,
ModernGreek-51_breastsfem-1-1,ModernGreek-51_breastsfem-1,μαστός,113,false,expert,Holm2017,,,
ModernArmenian-51_breastsfem-2-1,ModernArmenian-51_breastsfem-2,kurçk’,114,false,expert,Holm2017,,,
VedicSanskrit-51_breastsfem-3-1,VedicSanskrit-51_breastsfem-3,P(_uras),114,false,expert,Holm2017,,,
Hindi-51_breastsfem-2-1,Hindi-51_breastsfem-2,(chātī),114,false,expert,Holm2017,,,
ModernArmenian-51_breastsfem-3-1,ModernArmenian-51_breastsfem-3,došikner,115,false,expert,Holm2017,,,
Hittite-51_breastsfem-1-1,Hittite-51_breastsfem-1,(tētan_),115,false,expert,Holm2017,,,
