ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
AncientGreek-27_bark-1,,AncientGreek,27_bark,φλοιός,φλοιός,,,Holm2017,,,,
ModernGreek-27_bark-1,,ModernGreek,27_bark,φλουδα,φλουδα,,,Holm2017,,,,
ModernArmenian-27_bark-1,,ModernArmenian,27_bark,[keġev],[keġev],,,Holm2017,,,,
Hittite-27_bark-1,,Hittite,27_bark,G,G,,,Holm2017,,,,
TocharianB-27_bark-1,,TocharianB,27_bark,B enmetre,B_enmetre,,,Holm2017,,,,
Avestan-27_bark-1,,Avestan,27_bark,G,G,,,Holm2017,,,,
VedicSanskrit-27_bark-1,,VedicSanskrit,27_bark,valká,valká,,,Holm2017,,,,
Italian-27_bark-2,,Italian,27_bark,(scorza),(scorza),,,Holm2017,,,,
VedicSanskrit-27_bark-2,,VedicSanskrit,27_bark,(challi ),(challi_),,,Holm2017,,,,
Hindi-27_bark-1,,Hindi,27_bark,chāl,chāl,,,Holm2017,,,,
Italian-49_belly-1,,Italian,49_belly,?ventre,?ventre,,,Holm2017,,,,
Latin-49_belly-1,,Latin,49_belly,venter,venter,,,Holm2017,,,,
Avestan-49_belly-1,,Avestan,49_belly,udar-,udar-,,,Holm2017,,,,
VedicSanskrit-49_belly-1,,VedicSanskrit,49_belly,udára-,udára-,,,Holm2017,,,,
Russian-49_belly-1,,Russian,49_belly,Брюшко,Брюшко,,,Holm2017,,,,
OldIrish-49_belly-1,,OldIrish,49_belly,brú,brú,,,Holm2017,,,,
Lithuanian-49_belly-1,,Lithuanian,49_belly,pilvas,pilvas,,,Holm2017,,,,
OldIcelandic-49_belly-1,,OldIcelandic,49_belly,kviðr,kviðr,,,Holm2017,,,,
TocharianB-49_belly-1,,TocharianB,49_belly,Bkātso,Bkātso,,,Holm2017,,,,
Bokmal-49_belly-1,,Bokmal,49_belly,buk,buk,,,Holm2017,,,,
Italian-49_belly-2,,Italian,49_belly,(? pancia ),(?_pancia_),,,Holm2017,,,,
Latin-49_belly-2,,Latin,49_belly,< (pantex),<_(pantex),,,Holm2017,,,,
OldIcelandic-49_belly-2,,OldIcelandic,49_belly,(belgr),(belgr),,,Holm2017,,,,
ModernIrish-49_belly-1,,ModernIrish,49_belly,bolg,bolg,,,Holm2017,,,,
Albanian-49_belly-1,,Albanian,49_belly,barku,barku,,,Holm2017,,,,
AncientGreek-49_belly-1,,AncientGreek,49_belly,γαστήρ,γαστήρ,,,Holm2017,,,,
ModernGreek-49_belly-1,,ModernGreek,49_belly,κοιλιά,κοιλιά,,,Holm2017,,,,
ModernArmenian-49_belly-1,,ModernArmenian,49_belly,[p’or],[p’or],,,Holm2017,,,,
Hittite-49_belly-1,,Hittite,49_belly,[sarḫuwant],[sarḫuwant],,,Holm2017,,,,
VedicSanskrit-49_belly-2,,VedicSanskrit,49_belly,(kukṣí),(kukṣí),,,Holm2017,,,,
Hindi-49_belly-1,,Hindi,49_belly,kukṣi,kukṣi,,,Holm2017,,,,
Russian-49_belly-2,,Russian,49_belly,(живот),(живот),,,Holm2017,,,,
Russian-49_belly-3,,Russian,49_belly,(aбдомен),(aбдомен),,,Holm2017,,,,
Italian-49_belly-3,,Italian,49_belly,(addome),(addome),,,Holm2017,,,,
Latin-49_belly-3,,Latin,49_belly,(abdomen),(abdomen),,,Holm2017,,,,
Russian-13_big-1,,Russian,13_big,-,-,,,Holm2017,,,,
OldIrish-13_big-1,,OldIrish,13_big,mor,mor,,,Holm2017,,,,
ModernIrish-13_big-1,,ModernIrish,13_big,mór,mór,,,Holm2017,,,,
Latin-13_big-1,,Latin,13_big,magnus,magnus,,,Holm2017,,,,
Albanian-13_big-1,,Albanian,13_big,madhe,madhe,,,Holm2017,,,,
AncientGreek-13_big-1,,AncientGreek,13_big,μέγας,μέγας,,,Holm2017,,,,
ModernGreek-13_big-1,,ModernGreek,13_big,μεγάλος,μεγάλος,,,Holm2017,,,,
ModernArmenian-13_big-1,,ModernArmenian,13_big,meç,meç,,,Holm2017,,,,
TocharianB-13_big-1,,TocharianB,13_big,(māk(a),(māk(a),,,Holm2017,,,,
Avestan-13_big-1,,Avestan,13_big,maz-a,maz-a,,,Holm2017,,,,
VedicSanskrit-13_big-1,,VedicSanskrit,13_big,mah-ā́nt,mah-ā́nt,,,Holm2017,,,,
Russian-13_big-2,,Russian,13_big,большой,большой,,,Holm2017,,,,
Lithuanian-13_big-1,,Lithuanian,13_big,[dìdelis],[dìdelis],,,Holm2017,,,,
Lithuanian-13_big-2,,Lithuanian,13_big,(stóras),(stóras),,,Holm2017,,,,
OldIcelandic-13_big-1,,OldIcelandic,13_big,stórr,stórr,,,Holm2017,,,,
Bokmal-13_big-1,,Bokmal,13_big,stor,stor,,,Holm2017,,,,
Italian-13_big-1,,Italian,13_big,grande,grande,,,Holm2017,,,,
Latin-13_big-2,,Latin,13_big,"(solidus, salvus)","(solidus,_salvus)",,,Holm2017,,,,
AncientGreek-13_big-2,,AncientGreek,13_big,(ὅλος?),(ὅλος?),,,Holm2017,,,,
Hittite-13_big-1,,Hittite,13_big,[salli] (?),[salli]_(?),,,Holm2017,,,,
TocharianB-13_big-2,,TocharianB,13_big,B orotstse,B_orotstse,,,Holm2017,,,,
VedicSanskrit-13_big-2,,VedicSanskrit,13_big,(vaḍra-),(vaḍra-),,,Holm2017,,,,
Hindi-13_big-1,,Hindi,13_big,baṛā,baṛā,,,Holm2017,,,,
Italian-20_bird-1,,Italian,20_bird,uccello,uccello,,,Holm2017,,,,
Latin-20_bird-1,,Latin,20_bird,avis,avis,,,Holm2017,,,,
Albanian-20_bird-1,,Albanian,20_bird,(vido ‘Taube’),(vido_‘Taube’),,,Holm2017,,,,
AncientGreek-20_bird-1,,AncientGreek,20_bird,(αἰετός ‘Adler’),(αἰετός_‘Adler’),,,Holm2017,,,,
ModernArmenian-20_bird-1,,ModernArmenian,20_bird,(hav),(hav),,,Holm2017,,,,
Hittite-20_bird-1,,Hittite,20_bird,suwai- (hapax)?,suwai-_(hapax)?,,,Holm2017,,,,
Avestan-20_bird-1,,Avestan,20_bird,"vaii, vīš","vaii,_vīš",,,Holm2017,,,,
VedicSanskrit-20_bird-1,,VedicSanskrit,20_bird,"véṣ, váy, ví-","véṣ,_váy,_ví-",,,Holm2017,,,,
OldIrish-20_bird-1,,OldIrish,20_bird,Lu en,Lu_en,,,Holm2017,,,,
ModernIrish-20_bird-1,,ModernIrish,20_bird,éan,éan,,,Holm2017,,,,
AncientGreek-20_bird-2,,AncientGreek,20_bird,(πέτομαιι),(πέτομαιι),,,Holm2017,,,,
ModernArmenian-20_bird-2,,ModernArmenian,20_bird,ewS tʽṙčʽun,ewS_tʽṙčʽun,,,Holm2017,,,,
Russian-20_bird-1,,Russian,20_bird,птица,птица,,,Holm2017,,,,
Lithuanian-20_bird-1,,Lithuanian,20_bird,paũkštis,paũkštis,,,Holm2017,,,,
OldIcelandic-20_bird-1,,OldIcelandic,20_bird,fugl ?,fugl_?,,,Holm2017,,,,
Bokmal-20_bird-1,,Bokmal,20_bird,fugl ?,fugl_?,,,Holm2017,,,,
Albanian-20_bird-2,,Albanian,20_bird,zogu,zogu,,,Holm2017,,,,
AncientGreek-20_bird-3,,AncientGreek,20_bird,ὄρνις,ὄρνις,,,Holm2017,,,,
AncientGreek-20_bird-4,,AncientGreek,20_bird,(πώλος),(πώλος),,,Holm2017,,,,
ModernGreek-20_bird-1,,ModernGreek,20_bird,[πουλί],[πουλί],,,Holm2017,,,,
Hittite-20_bird-2,,Hittite,20_bird,wattei,wattei,,,Holm2017,,,,
TocharianB-20_bird-1,,TocharianB,20_bird,[ṣalamo luwo],[ṣalamo_luwo],,,Holm2017,,,,
VedicSanskrit-20_bird-2,,VedicSanskrit,20_bird,(pakṣin),(pakṣin),,,Holm2017,,,,
Hindi-20_bird-1,,Hindi,20_bird,pakṣī,pakṣī,,,Holm2017,,,,
Russian-20_bird-2,,Russian,20_bird,(орьлъ ‘Adler’),(орьлъ_‘Adler’),,,Holm2017,,,,
Lithuanian-20_bird-2,,Lithuanian,20_bird,(erelis ‘Adler),(erelis_‘Adler),,,Holm2017,,,,
OldIrish-20_bird-2,,OldIrish,20_bird,(irar ‘eagle’),(irar_‘eagle’),,,Holm2017,,,,
ModernArmenian-20_bird-3,,ModernArmenian,20_bird,(oror),(oror),,,Holm2017,,,,
Hittite-20_bird-3,,Hittite,20_bird,(ḫāras),(ḫāras),,,Holm2017,,,,
AncientGreek-56_bitev-1,,AncientGreek,56_bitev,δάκνω,δάκνω,,,Holm2017,,,,
ModernGreek-56_bitev-1,,ModernGreek,56_bitev,δαγκώνω,δαγκώνω,,,Holm2017,,,,
TocharianB-56_bitev-1,,TocharianB,56_bitev,tsāk-B ?,tsāk-B_?,,,Holm2017,,,,
Avestan-56_bitev-1,,Avestan,56_bitev,(jAv:dạs),(jAv:dạs),,,Holm2017,,,,
VedicSanskrit-56_bitev-1,,VedicSanskrit,56_bitev,daṁs,daṁs,,,Holm2017,,,,
Russian-56_bitev-1,,Russian,56_bitev,кусать,кусать,,,Holm2017,,,,
Lithuanian-56_bitev-1,,Lithuanian,56_bitev,(į)kąsti,(į)kąsti,,,Holm2017,,,,
OldIcelandic-56_bitev-1,,OldIcelandic,56_bitev,bita,bita,,,Holm2017,,,,
Bokmal-56_bitev-1,,Bokmal,56_bitev,bite,bite,,,Holm2017,,,,
OldIrish-56_bitev-1,,OldIrish,56_bitev,(cnaïd?),(cnaïd?),,,Holm2017,,,,
ModernIrish-56_bitev-1,,ModernIrish,56_bitev,báin gréim,báin_gréim,,,Holm2017,,,,
Italian-56_bitev-1,,Italian,56_bitev,mordere,mordere,,,Holm2017,,,,
Latin-56_bitev-1,,Latin,56_bitev,mordēre,mordēre,,,Holm2017,,,,
Albanian-56_bitev-1,,Albanian,56_bitev,[kafshoj]L,[kafshoj]L,,,Holm2017,,,,
ModernArmenian-56_bitev-1,,ModernArmenian,56_bitev,[kçel],[kçel],,,Holm2017,,,,
Hittite-56_bitev-1,,Hittite,56_bitev,wāk- I,wāk-_I,,,Holm2017,,,,
TocharianB-56_bitev-2,,TocharianB,56_bitev,([kāpar]),([kāpar]),,,Holm2017,,,,
VedicSanskrit-56_bitev-2,,VedicSanskrit,56_bitev,(khād >),(khād_>),,,Holm2017,,,,
Hindi-56_bitev-1,,Hindi,56_bitev,kat,kat,,,Holm2017,,,,
Russian-91_black-1,,Russian,91_black,чёрный,чёрный,,,Holm2017,,,,
Lithuanian-91_black-1,,Lithuanian,91_black,(oPr:kirsnan),(oPr:kirsnan),,,Holm2017,,,,
VedicSanskrit-91_black-1,,VedicSanskrit,91_black,kr̥ṣṇá,kr̥ṣṇá,,,Holm2017,,,,
Lithuanian-91_black-2,,Lithuanian,91_black,[júodas],[júodas],,,Holm2017,,,,
OldIcelandic-91_black-1,,OldIcelandic,91_black,svartr,svartr,,,Holm2017,,,,
Bokmal-91_black-1,,Bokmal,91_black,svart (sort),svart_(sort),,,Holm2017,,,,
OldIrish-91_black-1,,OldIrish,91_black,dub,dub,,,Holm2017,,,,
ModernIrish-91_black-1,,ModernIrish,91_black,dubh,dubh,,,Holm2017,,,,
Italian-91_black-1,,Italian,91_black,nero,nero,,,Holm2017,,,,
Latin-91_black-1,,Latin,91_black,(niger),(niger),,,Holm2017,,,,
Hittite-91_black-1,,Hittite,91_black,-,-,,,Holm2017,,,,
Latin-91_black-2,,Latin,91_black,āter,āter,,,Holm2017,,,,
Avestan-91_black-1,,Avestan,91_black,(ātar-),(ātar-),,,Holm2017,,,,
Albanian-91_black-1,,Albanian,91_black,zi,zi,,,Holm2017,,,,
Lithuanian-91_black-3,,Lithuanian,91_black,(Lv:melns),(Lv:melns),,,Holm2017,,,,
AncientGreek-91_black-1,,AncientGreek,91_black,μέλᾱς,μέλᾱς,,,Holm2017,,,,
Hittite-91_black-2,,Hittite,91_black,-,-,,,Holm2017,,,,
VedicSanskrit-91_black-2,,VedicSanskrit,91_black,(meliná),(meliná),,,Holm2017,,,,
ModernGreek-91_black-1,,ModernGreek,91_black,μαύρος,μαύρος,,,Holm2017,,,,
OldIrish-91_black-2,,OldIrish,91_black,(ciar),(ciar),,,Holm2017,,,,
ModernArmenian-91_black-1,,ModernArmenian,91_black,[se(a)v],[se(a)v],,,Holm2017,,,,
Hittite-91_black-3,,Hittite,91_black,-,-,,,Holm2017,,,,
Avestan-91_black-2,,Avestan,91_black,(syāva ),(syāva_),,,Holm2017,,,,
VedicSanskrit-91_black-3,,VedicSanskrit,91_black,śyāmá,śyāmá,,,Holm2017,,,,
Hittite-91_black-4,,Hittite,91_black,t/dankui I,t,,,Holm2017,,,,
TocharianB-91_black-1,,TocharianB,91_black,Berkent,Berkent,,,Holm2017,,,,
Avestan-91_black-3,,Avestan,91_black,sāmō/a,sāmō,,,Holm2017,,,,
VedicSanskrit-91_black-4,,VedicSanskrit,91_black,śyāmá,śyāmá,,,Holm2017,,,,
Hindi-91_black-1,,Hindi,91_black,[kālā],[kālā],,,Holm2017,,,,
Lithuanian-30_blood-1,,Lithuanian,30_blood,(Lv: asins),(Lv:_asins),,,Holm2017,,,,
Latin-30_blood-1,,Latin,30_blood,(aser),(aser),,,Holm2017,,,,
AncientGreek-30_blood-1,,AncientGreek,30_blood,(ἔαρ),(ἔαρ),,,Holm2017,,,,
ModernArmenian-30_blood-1,,ModernArmenian,30_blood,aryun,aryun,,,Holm2017,,,,
Hittite-30_blood-1,,Hittite,30_blood,ēsḫar-,ēsḫar-,,,Holm2017,,,,
TocharianB-30_blood-1,,TocharianB,30_blood,B ysär,B_ysär,,,Holm2017,,,,
VedicSanskrit-30_blood-1,,VedicSanskrit,30_blood,ásṛj,ásṛj,,,Holm2017,,,,
Hindi-30_blood-1,,Hindi,30_blood,-,-,,,Holm2017,,,,
Italian-30_blood-1,,Italian,30_blood,sangue  (?),sangue__(?),,,Holm2017,,,,
Latin-30_blood-2,,Latin,30_blood,sanguis (?),sanguis_(?),,,Holm2017,,,,
Albanian-30_blood-1,,Albanian,30_blood,gjak,gjak,,,Holm2017,,,,
Hindi-30_blood-2,,Hindi,30_blood,-,-,,,Holm2017,,,,
Russian-30_blood-1,,Russian,30_blood,кро-вь,кро-вь,,,Holm2017,,,,
Lithuanian-30_blood-2,,Lithuanian,30_blood,krauja-s,krauja-s,,,Holm2017,,,,
OldIcelandic-30_blood-1,,OldIcelandic,30_blood,blóð,blóð,,,Holm2017,,,,
Bokmal-30_blood-1,,Bokmal,30_blood,blod,blod,,,Holm2017,,,,
OldIrish-30_blood-1,,OldIrish,30_blood,fuil,fuil,,,Holm2017,,,,
ModernIrish-30_blood-1,,ModernIrish,30_blood,fuil,fuil,,,Holm2017,,,,
AncientGreek-30_blood-2,,AncientGreek,30_blood,αἷμα,αἷμα,,,Holm2017,,,,
ModernGreek-30_blood-1,,ModernGreek,30_blood,αίμα,αίμα,,,Holm2017,,,,
Avestan-30_blood-1,,Avestan,30_blood,vohu-tāt/nī,vohu-tāt,,,Holm2017,,,,
Hindi-30_blood-3,,Hindi,30_blood,[xūn],[xūn],,,Holm2017,,,,
Hindi-30_blood-4,,Hindi,30_blood,rakt,rakt,,,Holm2017,,,,
OldIrish-31_bone-1,,OldIrish,31_bone,(asna),(asna),,,Holm2017,,,,
ModernIrish-31_bone-1,,ModernIrish,31_bone,(asil),(asil),,,Holm2017,,,,
Italian-31_bone-1,,Italian,31_bone,osso,osso,,,Holm2017,,,,
Latin-31_bone-1,,Latin,31_bone,os(su),os(su),,,Holm2017,,,,
Albanian-31_bone-1,,Albanian,31_bone,(asht-),(asht-),,,Holm2017,,,,
AncientGreek-31_bone-1,,AncientGreek,31_bone,ὀστέον,ὀστέον,,,Holm2017,,,,
ModernGreek-31_bone-1,,ModernGreek,31_bone,οστό (hwik),οστό_(hwik),,,Holm2017,,,,
ModernArmenian-31_bone-1,,ModernArmenian,31_bone,(v)oskor,(v)oskor,,,Holm2017,,,,
Hittite-31_bone-1,,Hittite,31_bone,ḫastāi,ḫastāi,,,Holm2017,,,,
TocharianB-31_bone-1,,TocharianB,31_bone,AB āy,AB_āy,,,Holm2017,,,,
Avestan-31_bone-1,,Avestan,31_bone,ast-,ast-,,,Holm2017,,,,
VedicSanskrit-31_bone-1,,VedicSanskrit,31_bone,ásthi,ásthi,,,Holm2017,,,,
Hindi-31_bone-1,,Hindi,31_bone,(asthi),(asthi),,,Holm2017,,,,
Russian-31_bone-1,,Russian,31_bone,кость,кость,,,Holm2017,,,,
Latin-31_bone-2,,Latin,31_bone,(costa),(costa),,,Holm2017,,,,
AncientGreek-31_bone-2,,AncientGreek,31_bone,(κόκκαλος)?,(κόκκαλος)?,,,Holm2017,,,,
ModernGreek-31_bone-2,,ModernGreek,31_bone,κόκκαλα,κόκκαλα,,,Holm2017,,,,
Albanian-31_bone-2,,Albanian,31_bone,[kockë],[kockë],,,Holm2017,,,,
Lithuanian-31_bone-1,,Lithuanian,31_bone,káula-s,káula-s,,,Holm2017,,,,
OldIcelandic-31_bone-1,,OldIcelandic,31_bone,bein,bein,,,Holm2017,,,,
Bokmal-31_bone-1,,Bokmal,31_bone,[ben],[ben],,,Holm2017,,,,
OldIrish-31_bone-2,,OldIrish,31_bone,cnáim,cnáim,,,Holm2017,,,,
ModernIrish-31_bone-2,,ModernIrish,31_bone,cnámh,cnámh,,,Holm2017,,,,
Hindi-31_bone-2,,Hindi,31_bone,haḍḍī,haḍḍī,,,Holm2017,,,,
Lithuanian-51_breastsfem-1,,Lithuanian,51_breastsfem,(aPr: spenis),(aPr:_spenis),,,Holm2017,,,,
OldIcelandic-51_breastsfem-1,,OldIcelandic,51_breastsfem,(speni),(speni),,,Holm2017,,,,
OldIrish-51_breastsfem-1,,OldIrish,51_breastsfem,(sine),(sine),,,Holm2017,,,,
Italian-51_breastsfem-1,,Italian,51_breastsfem,( sene),(_sene),,,Holm2017,,,,
Latin-51_breastsfem-1,,Latin,51_breastsfem,(sinus),(sinus),,,Holm2017,,,,
AncientGreek-51_breastsfem-1,,AncientGreek,51_breastsfem,(στῆθος),(στῆθος),,,Holm2017,,,,
ModernArmenian-51_breastsfem-1,,ModernArmenian,51_breastsfem,(seldom: st(h)in),(seldom:_st(h)in),,,Holm2017,,,,
TocharianB-51_breastsfem-1,,TocharianB,51_breastsfem,päś-śäṃA/caneB,päś-śäṃA,,,Holm2017,,,,
Avestan-51_breastsfem-1,,Avestan,51_breastsfem,fštāna,fštāna,,,Holm2017,,,,
VedicSanskrit-51_breastsfem-1,,VedicSanskrit,51_breastsfem,stána,stána,,,Holm2017,,,,
Hindi-51_breastsfem-1,,Hindi,51_breastsfem,stan,stan,,,Holm2017,,,,
Russian-51_breastsfem-1,,Russian,51_breastsfem,грудь,грудь,,,Holm2017,,,,
Lithuanian-51_breastsfem-2,,Lithuanian,51_breastsfem,krūtis,krūtis,,,Holm2017,,,,
Russian-51_breastsfem-2,,Russian,51_breastsfem,(brjúcho),(brjúcho),,,Holm2017,,,,
Lithuanian-51_breastsfem-3,,Lithuanian,51_breastsfem,-,-,,,Holm2017,,,,
OldIcelandic-51_breastsfem-2,,OldIcelandic,51_breastsfem,brjóst,brjóst,,,Holm2017,,,,
Bokmal-51_breastsfem-1,,Bokmal,51_breastsfem,[bryst],[bryst],,,Holm2017,,,,
OldIrish-51_breastsfem-2,,OldIrish,51_breastsfem,( bruinne),(_bruinne),,,Holm2017,,,,
TocharianB-51_breastsfem-2,,TocharianB,51_breastsfem,(St:B pratsāko:?),(St:B_pratsāko:?),,,Holm2017,,,,
VedicSanskrit-51_breastsfem-2,,VedicSanskrit,51_breastsfem,(bṙst),(bṙst),,,Holm2017,,,,
OldIrish-51_breastsfem-3,,OldIrish,51_breastsfem,cích,cích,,,Holm2017,,,,
ModernIrish-51_breastsfem-1,,ModernIrish,51_breastsfem,cíoch,cíoch,,,Holm2017,,,,
Italian-51_breastsfem-2,,Italian,51_breastsfem,mammella,mammella,,,Holm2017,,,,
Latin-51_breastsfem-2,,Latin,51_breastsfem,mammae,mammae,,,Holm2017,,,,
Albanian-51_breastsfem-1,,Albanian,51_breastsfem,[gji]L,[gji]L,,,Holm2017,,,,
AncientGreek-51_breastsfem-2,,AncientGreek,51_breastsfem,μαστός,μαστός,,,Holm2017,,,,
ModernGreek-51_breastsfem-1,,ModernGreek,51_breastsfem,μαστός,μαστός,,,Holm2017,,,,
ModernArmenian-51_breastsfem-2,,ModernArmenian,51_breastsfem,kurçk’,kurçk’,,,Holm2017,,,,
VedicSanskrit-51_breastsfem-3,,VedicSanskrit,51_breastsfem,P( uras),P(_uras),,,Holm2017,,,,
Hindi-51_breastsfem-2,,Hindi,51_breastsfem,(chātī),(chātī),,,Holm2017,,,,
ModernArmenian-51_breastsfem-3,,ModernArmenian,51_breastsfem,došikner,došikner,,,Holm2017,,,,
Hittite-51_breastsfem-1,,Hittite,51_breastsfem,(tētan ),(tētan_),,,Holm2017,,,,
OldIrish-51_breastsfem-4,,OldIrish,51_breastsfem,([ucht]),([ucht]),,,Holm2017,,,,
ModernIrish-51_breastsfem-2,,ModernIrish,51_breastsfem,([ucht]),([ucht]),,,Holm2017,,,,
Italian-51_breastsfem-3,,Italian,51_breastsfem,(pectus),(pectus),,,Holm2017,,,,
Latin-51_breastsfem-3,,Latin,51_breastsfem,(petto),(petto),,,Holm2017,,,,
Hittite-51_breastsfem-2,,Hittite,51_breastsfem,-,-,,,Holm2017,,,,
Russian-84_burn-1,,Russian,84_burn,žeč{tr},žeč{tr},,,Holm2017,,,,
Lithuanian-84_burn-1,,Lithuanian,84_burn,dèg-ù/ti  (deg-inti),dèg-ù,,,Holm2017,,,,
Latin-84_burn-1,,Latin,84_burn,(foveo),(foveo),,,Holm2017,,,,
